Key,Level,CraftType,Name,NameJA,NameDE,NameFR,ClassJobLevel,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,SuggestedCraftsmanship,Stars,Difficulty,Quality,Durability,ProgressDivider,ProgressModifier,QualityDivider,QualityModifier

1435,70,Clothcraft,Vanya Robe of Casting,ヴァンヤキャスターローブ,Vanya-Robe der Magie,Robe d'incantateur en soie vanya,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1436,70,Clothcraft,Vanya Robe of Healing,ヴァンヤヒーラーローブ,Vanya-Robe der Heilung,Robe de soigneur en soie vanya,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1437,20,Goldsmithing,Crow Fly,クロウフライ,Krähenfliege,Mouche corbeau,20,50,100,100,100,94,0,74,510,70,50,100,30,100

1438,22,Goldsmithing,Floating Minnow,フローティングミノー,Schwebwobbler,Vairon sec,22,50,100,100,100,94,0,75,570,70,50,100,30,100

1439,23,Goldsmithing,Brass Spoon Lure,ブラススプーン,Messinglöffel-Köder,Cuiller en laiton,23,50,100,100,100,99,0,79,600,70,50,100,30,100

1440,27,Goldsmithing,Chocobo Fly,チョコボフライ,Chocobofliege,Mouche chocobo,27,50,100,100,100,99,0,91,720,70,50,100,30,100

1441,32,Goldsmithing,Silver Spoon Lure,シルバースプーン,Silberlöffel-Köder,Cuiller en argent,32,50,100,100,100,121,0,110,950,80,50,100,30,100

1442,32,Goldsmithing,Steel Jig,メタルジグ,Eisenköder,Devon en métal,32,50,100,100,100,121,0,110,950,80,50,100,30,100

1443,34,Goldsmithing,Sinking Minnow,シンキングミノー,Sinkwobbler,Vairon noyé,34,50,100,100,100,129,0,115,1050,80,50,100,30,100

1444,35,Goldsmithing,Mythril Wristlets of Crafting,ミスリルクラフターリストレット,Mithril-Armbänder des Handwerks,Gourmettes des créations en mithril,35,50,100,100,100,129,0,123,1110,80,50,100,30,100

1445,35,Goldsmithing,Vintage Cudgel,ヴィンテージカジェル,Restaurierter Schlägel,Gourdin de collection,35,50,100,100,100,129,0,123,1110,80,50,100,30,100

1446,36,Goldsmithing,Pearl,ホワイトパール,Weiße Perle,Perle,36,0,50,80,50,129,0,124,1160,80,50,100,30,100

1447,36,Goldsmithing,Mythril Ring of Crafting,ミスリルクラフターリング,Mithril-Ring des Handwerks,Bague des créations en mithril,36,50,100,100,100,129,0,124,1160,80,50,100,30,100

1448,36,Goldsmithing,Wildfowl Fly,フェザントフライ,Fasanfliege,Mouche tetrax,36,50,100,100,100,129,0,124,1160,80,50,100,30,100

1449,40,Goldsmithing,Heavy Steel Jig,ヘヴィメタルジグ,Schwerer Eisenköder,Devon lesté,40,50,100,100,100,136,0,138,1400,80,50,100,30,100

1450,39,Goldsmithing,Spinner,スピナー,Spinner,Cuiller tournante,39,50,100,100,100,136,0,137,1340,80,50,100,30,100

1451,41,Goldsmithing,Mythril Ear Cuffs,ミスリルイヤーカフス,Mithrilkreolen,Bagues d'oreilles en mithril,41,50,100,100,100,136,0,143,1460,80,50,100,30,100

1452,41,Goldsmithing,Mythril Spoon Lure,ミスリルスプーン,Mithrillöffel-Köder,Cuiller en mithril,41,50,100,100,100,136,0,143,1460,80,50,100,30,100

1453,42,Goldsmithing,Wolf Fang Needle,ウルフファングニードル,Wolfsfangzahn-Nadel,Aiguille en croc de loup,42,50,100,100,100,150,0,144,1520,80,50,100,30,100

1454,43,Goldsmithing,Snurble Fly,スナーブルフライ,Flockenfliege,Mouche lainuche,43,50,100,100,100,150,0,155,1580,80,50,100,30,100

1455,44,Goldsmithing,Electrum Wristlets of Crafting,エレクトラムクラフターリストレット,Elektrum-Armbänder des Handwerks,Gourmettes des créations en électrum,44,50,100,100,100,150,0,156,1640,80,50,100,30,100

1456,44,Goldsmithing,Cobalt Preserves,コバルトプリザーヴ,Kobalt-Sonnenbrille,Conserves en cobalt,44,50,100,100,100,150,0,156,1640,80,50,100,30,100

1457,44,Goldsmithing,Topwater Frog,トップウォーターフロッグ,Schwimmfrosch,Grenouille sèche,44,50,100,100,100,150,0,156,1640,80,50,100,30,100

1458,44,Goldsmithing,Black Horn Staff,ブラックホーンスタッフ,Schwarzer Hörnerstab,Bâton en corne noire,44,50,100,100,100,150,0,156,1640,80,50,100,30,100

1459,45,Goldsmithing,Electrum Ring of Crafting,エレクトラムクラフターリング,Ätherischer Elektrum-Ring des Handwerks,Bague des créations en électrum,45,50,100,100,100,150,0,158,1700,80,50,100,30,100

1460,45,Goldsmithing,Vintage Hora,ヴィンテージホラ,Restaurierte Horas,Hora de collection,45,50,100,100,100,150,0,158,1700,80,50,100,30,100

1461,46,Goldsmithing,Rainbow Spoon Lure,レインボースプーン,Blinker,Cuiller arc-en-ciel,46,50,100,100,100,150,0,159,1760,80,50,100,30,100

1462,47,Goldsmithing,Spinnerbait,スピナーベイト,Spinnerköder,Leurre hélice,47,50,100,100,100,161,0,167,1820,80,50,100,30,100

1463,48,Goldsmithing,Streamer,ストリーマー,Geierfliege,Mouche vautour,48,50,100,100,100,161,0,172,1880,80,50,100,30,100

1464,48,Goldsmithing,Yumizuno,弓角,Yumizuno,Yumizuno,48,50,100,100,100,161,0,172,1880,80,50,100,30,100

1465,49,Goldsmithing,Electrum Ear Cuffs,エレクトラムイヤーカフス,Elektrumkreolen,Bagues d'oreilles en électrum,49,50,100,100,100,161,0,174,1940,80,50,100,30,100

1466,49,Goldsmithing,Jade Scepter,ジェイドセプター,Jade-Zepter,Sceptre en jade,49,50,100,100,100,161,0,174,1940,80,50,100,30,100

1467,49,Goldsmithing,Tortoiseshell Armillae,トータスアルミラ,Schildpatt-Armillae,Armilles tortue,49,0,100,100,100,161,0,174,1940,80,50,100,30,100

1468,50,Goldsmithing,Model Vanguard,魔導ヴァンガード追従型,Aufzieh-Frontbrecher,Maquette magitek,50,0,50,100,100,176,0,180,2000,80,50,100,30,100

1469,50,Goldsmithing,Gravel Golem,グラベルゴーレム,Kiesgolem,Golem graveleux,50,0,50,100,100,176,0,180,2000,80,50,100,30,100

1470,55,Goldsmithing,Astral Eye,アストラルペブル,Astralauge,Œil-d'astre,50,0,50,80,50,325,1,210,2200,80,50,100,30,100

1471,55,Goldsmithing,Rose Gold Nugget,ローズゴールドナゲット,Rosengold-Nugget,Pépite d'or rose,50,0,50,80,50,325,1,210,2200,80,50,100,30,100

1472,70,Goldsmithing,Radiant Astral Eye,レイディアントアストラルペブル,Strahlendes Astralauge,Œil-d'astre radiant,50,50,50,80,50,325,2,250,2500,80,50,80,30,70

1473,70,Goldsmithing,Rose Gold Ingot,ローズゴールドインゴット,Rosengold-Barren,Lingot d'or rose,50,50,50,80,50,325,2,250,2500,80,50,80,30,70

1474,70,Goldsmithing,Astrolabe Clinometer,アストロラーベメーター,Astrolabium-Klinometer,Alidade d'Astrolabe,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1475,70,Goldsmithing,Rose Gold Clasps,耳飾部品(ローズゴールド),Rosengold-Spangen,Crochets d'oreilles en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1476,55,Goldsmithing,Alchemist's Monocle,アルケミストモノクル,Alchemisten-Monokel,Monocle d'alchimiste,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1477,55,Goldsmithing,Imperial Operative Choker,オペレーティブチョーカー,Agenten-Halsberge,Ras de cou d'agent impérial,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1478,55,Goldsmithing,Imperial Operative Wristlets,オペレーティブリストレット,Agenten-Armbänder,Gourmettes d'agent impérial,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1479,55,Goldsmithing,Goldsmith's Turban,ゴールドスミスターバン,Goldschmied-Turban,Turban d'orfèvre,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1480,55,Goldsmithing,Blacksmith's Goggles,ブラックスミスゴーグル,Grobschmied-Schutzbrille,Lunettes de forgeron,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1481,55,Goldsmithing,Sanguine Scepter,ブラッディセプター,Blut-Zepter,Sceptre sanglant,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1482,55,Goldsmithing,Militia Earrings,ミリシアイヤリング,Miliz-Ohrringe,Boucles d'oreilles de milicien,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1483,55,Goldsmithing,Militia Bracelets,ミリシアブレスレット,Miliz-Armreife,Armilles de milicien,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1484,55,Goldsmithing,Militia Wristlets,ミリシアリストレット,Miliz-Armbänder,Gourmettes de milicien,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1485,70,Goldsmithing,Astral Choker,アストラルチョーカー,Astral-Halsberge,Ras de cou astral,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1486,70,Goldsmithing,Astral Bracelet,アストラルブレスレット,Astral-Armreif,Bracelet astral,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1487,70,Goldsmithing,Astral Ring,アストラルリング,Astral-Ring,Bague astrale,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1488,70,Goldsmithing,Astrolabe,アストロラーベ,Astrolabium,Astrolabe,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1489,70,Goldsmithing,Rose Gold Ear Cuffs,ローズゴールド・イヤーカフス,Rosengoldkreolen,Bagues d'oreilles en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1490,70,Goldsmithing,Rose Gold Earrings,ローズゴールドイヤリング,Rosengold-Ohrringe,Boucles d'oreilles en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1491,70,Goldsmithing,Rose Gold Gorget,ローズゴールドゴルゲット,Rosengold-Kehlstück,Gorgerin en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1492,70,Goldsmithing,Rose Gold Circlet,ローズゴールドサークレット,Rosengold-Stirnreif,Diadème en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1493,70,Goldsmithing,Rose Gold Ear Screws,ローズゴールド・イヤースクリュー,Rosengold-Ohrschrauben,Pendants d'oreilles en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1494,70,Goldsmithing,Rose Gold Bracelets,ローズゴールドリストレット,Rosengold-Armreife,Gourmettes en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1495,70,Goldsmithing,Rose Gold Ring,ローズゴールドリング,Rosengold-Ring,Bague en or rose,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1496,5,Cooking,Crayfish Ball,ザリガニボール,Krebsfleischball,Boulette d'écrevisse,5,50,100,100,100,50,0,33,150,60,50,100,30,100

1497,10,Cooking,Goby Ball,ゴビーボール,Grundelball,Boulette de gobie,10,50,100,100,100,59,0,45,250,60,50,100,30,100

1498,20,Cooking,Crab Ball,クラブボール,Krabbenfleischball,Boulette de crabe,20,50,100,100,100,94,0,74,510,70,50,100,30,100

1499,20,Cooking,Grilled Warmwater Trout,グリルドウォームトラウト,Gegrillte Warmblut-Forelle,Truite thermophile grillée,20,50,100,100,100,94,0,74,510,70,50,100,30,100

1500,25,Cooking,Bass Ball,バスボール,Barschball,Boulette de bar,25,50,100,100,100,99,0,89,660,70,50,100,30,100

1501,35,Cooking,Herring Ball,ヘリングボール,Heringball,Boulette de hareng,35,50,100,100,100,129,0,123,1110,80,50,100,30,100

1502,40,Cooking,Grilled Raincaller,雨乞魚のグリル,Gegrillter Regenrufer,Grillade de cherche-pluie,40,50,100,100,100,136,0,138,1400,80,50,100,30,100

1503,44,Cooking,Dzemael Gratin,ゼーメル家風グラタン,Dzemael-Gratin,Gratin Dzemael,44,50,100,100,100,150,0,156,1640,80,50,100,30,100

1504,55,Cooking,Tomato Pie,トマトパイ,Tomatenpastete,Tarte à la tomate,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1505,50,Cooking,Dagger Soup,ダガースープ,Dolchfisch-Suppe,Soupe de dagues,50,50,100,100,100,176,0,180,2000,80,50,100,30,100

1506,55,Cooking,Bouillabaisse,ブイヤベース,Bouillabaisse,Bouillabaisse,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1507,55,Cooking,Pan-fried Mahi-mahi,マヒマヒの揚げ焼き,Gebratener Mahi-Mahi,Mahi-mahi frit,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1508,55,Cooking,Landtrap Salad,ランドトラップサラダ,Karnivorenblattsalat,Salade frémissante,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1509,55,Cooking,Rolanberry Cheesecake,ロランベリーチーズケーキ,Rolanbeeren-Käsekuchen,Gâteau au fromage à la rolanbaie,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1510,70,Cooking,Apkallu Omelette,アプカルオムレツ,Apkallu-Omelett,Omelette aux œufs d'apkallu,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1511,70,Cooking,Sauteed Coeurl,クァールのワインソテー,Coeurlfleisch,Coeurl au vin,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1512,70,Cooking,Pineapple Ponzecake,パイナップルケーキ,Ananas-Ponzenkuchen,Quatre-quarts à l'ananas,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1513,70,Cooking,Pineapple Juice,パインジュース,Ananassaft,Jus d'ananas,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1514,70,Cooking,Finger Sandwich,ビスマルク風エッグサンド,Eiersandwich à la Bismarck,Sandwich à la Bismarck,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1515,70,Cooking,Black Truffle Risotto,ブラックトリュフリゾット,Risotto mit schwarzen Trüffeln,Risotto aux truffes noires,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1516,70,Cooking,Lava Toad Legs,ラーヴァトードレッグズ,Lavakrötenschenkel,Cuisses de crapaud lavique,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1517,35,Woodworking,Vintage Square Shield,ヴィンテージエキュ,Restaurierter Plankenschild,Bouclier carré de collection,35,50,100,100,100,129,0,123,1110,80,50,100,30,100

1518,38,Woodworking,Vintage Cane,ヴィンテージケーン,Restaurierter Stock,Canne de collection,38,50,100,100,100,129,0,129,1280,80,50,100,30,100

1519,40,Woodworking,Mahogany Fishing Rod,マホガニーフィッシングロッド,Mahagoni-Angelrute,Canne à pêche en acajou,40,50,100,100,100,136,0,138,1400,80,50,100,30,100

1520,42,Woodworking,Sprouting Rosewood Radical,リーヴドローズラディカル,Belaubter Palisander-Stenz,Radicelle feuillue en palissandre,42,0,100,100,100,150,0,144,1520,80,50,100,30,100

1521,43,Woodworking,Vintage Round Shield,ヴィンテージラウンドシールド,Restaurierter Rundschild,Bouclier rond de collection,43,50,100,100,100,150,0,155,1580,80,50,100,30,100

1522,45,Woodworking,Rosewood Spinning Wheel,ローズウッド・スピニングホイール,Palisander-Spinnrad,Rouet en palissandre,45,50,100,100,100,150,0,158,1700,80,50,100,30,100

1523,45,Woodworking,Vintage Guisarme,ヴィンテージギザルメ,Restaurierte Guisarme,Guisarme de collection,45,50,100,100,100,150,0,158,1700,80,50,100,30,100

1524,47,Woodworking,Basilisk Grinding Wheel,バジリスクグラインディングホイール,Basilisk-Schleifrad,Meule basilic,47,50,100,100,100,161,0,167,1820,80,50,100,30,100

1525,47,Woodworking,Vintage Bow,ヴィンテージボウ,Restaurierter Bogen,Arc de collection,47,50,100,100,100,161,0,167,1820,80,50,100,30,100

1526,55,Woodworking,Spruce Lumber,スプルース材,Fichten-Bauholz,Madrier d'épicéa,50,0,50,80,50,325,1,210,2200,80,50,100,30,100

1527,70,Woodworking,Treated Spruce Lumber,硬化スプルース材,Behandeltes Fichten-Bauholz,Madrier d'épicéa durci,50,50,50,80,50,325,2,250,2500,80,50,80,30,70

1528,70,Woodworking,Sarnga Limb,サルンガリム,Sarnga-Ast,Branches de Sarnga,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1529,55,Woodworking,Longarm's Composite Bow,ロングアーム・コンポジットボウ,Langarm-Kompositbogen,Arc composite double-allonge,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1530,55,Woodworking,Champion's Lance,チャンピオンランス,Mythische Lanze,Lance de champion,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1531,55,Woodworking,Militia Grinding Wheel,ミリシアグラインディングホイール,Miliz-Schleifrad,Meule de milicien,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1532,55,Woodworking,Militia Spinning Wheel,ミリシアスピニングホイール,Miliz-Spinnrad,Rouet de milicien,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1533,70,Woodworking,Spruce Round Shield,スプルースシールド,Fichten-Rundschild,Bouclier rond en épicéa,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1534,70,Woodworking,Sarnga,サルンガ,Sarnga,Sarnga,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1535,70,Woodworking,Spruce Pattens,スプルースパッテン,Fichten-Trippen,Patins en épicéa,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1536,35,Alchemy,Vintage Picatrix,ヴィンテージピカトリクス,Restauriertes Picatrix,Picatrix de collection,35,0,100,100,100,129,0,123,1110,80,50,100,30,100

1537,38,Alchemy,Embossed Book of Silver,ブック・オブ・シルバーDX,Geprägtes Buch des Silbers,Livre en argent renforcé,38,50,150,75,100,129,0,129,1280,80,50,100,30,100

1538,38,Alchemy,Budding Oak Wand,バッデッドオークワンド,Fünfblättriger Eichenzweig,Baguette en chêne bourgeonnant,38,50,100,100,100,129,0,129,1280,80,50,100,30,100

1539,42,Alchemy,Book of Mythril,ブック・オブ・ミスリル,Mithrilbuch,Livre en mithril,42,50,100,100,100,150,0,144,1520,80,50,100,30,100

1540,43,Alchemy,Enchanted Electrum Ink,エレクトラムエンチャントインク,Magische Elektrumtinte,Encre d'électrum enchantée,43,0,50,80,50,150,0,155,1580,80,50,100,30,100

1541,45,Alchemy,Book of Electrum,ブック・オブ・エレクトラム,Buch des Elektrums,Livre en électrum,45,50,100,100,100,150,0,158,1700,80,50,100,30,100

1542,47,Alchemy,Potent Poisoning Potion,劇毒薬,Stark vergifteter Trunk,Potion toxique ultra-puissante,47,50,100,100,100,161,0,167,1820,80,50,100,30,100

1543,47,Alchemy,Potent Paralyzing Potion,麻痺の劇毒薬,Stark paralysierender Trunk,Potion paralysante ultra-puissante,47,50,100,100,100,161,0,167,1820,80,50,100,30,100

1544,48,Alchemy,Potent Sleeping Potion,睡眠の劇毒薬,Stark einschläfernder Trunk,Potion soporifique ultra-puissante,48,50,100,100,100,161,0,172,1880,80,50,100,30,100

1545,48,Alchemy,Potent Silencing Potion,沈黙の劇毒薬,Stark verstummender Trunk,Potion aphonisante ultra-puissante,48,50,100,100,100,161,0,172,1880,80,50,100,30,100

1546,49,Alchemy,Embossed Book of Electrum,ブック・オブ・エレクトラムDX,Geprägtes Buch des Elektrums,Livre en électrum renforcé,49,50,150,75,100,161,0,174,1940,80,50,100,30,100

1547,49,Alchemy,Budding Rosewood Wand,バッデッドローズワンド,Fünfblättriger Palisanderzweig,Baguette en palissandre bourgeonnant,49,50,100,100,100,161,0,174,1940,80,50,100,30,100

1548,49,Alchemy,Potent Blinding Potion,暗闇の劇毒薬,Stark blendender Trunk,Potion aveuglante ultra-puissante,49,50,100,100,100,161,0,174,1940,80,50,100,30,100

1549,55,Alchemy,Enchanted Gold Ink,ゴールドエンチャントインク,Magische Goldtinte,Encre d'or enchantée,50,0,50,80,50,325,1,210,2200,80,50,100,30,100

1550,55,Alchemy,Growth Formula Delta,グロースフォーミュラ・デルタ,Wachstumsformel Delta,Formule de croissance delta,50,50,50,80,50,325,1,210,2200,80,50,100,30,100

1551,70,Alchemy,Suspended Trillium Flower,アルカルロプスフラワー,Waldlilienblüte,Trille d'Alkalurops,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1552,70,Alchemy,Enchanted Rose Gold Ink,ローズゴールド・エンチャントインク,Magische Rosengoldtinte,Encre d'or rose enchantée,50,50,50,80,50,325,2,250,2500,80,50,80,30,70

1553,70,Alchemy,Growth Formula Delta Concentrate,グロースフォーミュラ・デルタプラス,Wachstumsformel Delta-Konzentrat,Formule de croissance delta concentrée,50,50,50,80,50,325,2,250,2500,80,50,80,30,70

1554,50,Alchemy,Tane Mahuta,タネ・マフタ,Tane Mahuta,Tane Mahuta,50,50,100,100,100,176,0,180,2000,80,50,100,30,100

1555,55,Alchemy,Erudite's Picatrix of Casting,エルダイトキャスターピカトリクス,Gelehrten-Grimoire der Magie,Picatrix d'incantateur de lettré,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1556,55,Alchemy,Erudite's Picatrix of Healing,エルダイトヒーラーピカトリクス,Gelehrten-Grimoire der Heilung,Picatrix de soigneur de lettré,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1557,55,Alchemy,Madman's Whispering Rod,マッドマンリビングロッド,Flüsternder Stab des Verrückten,Bâton vivant du dément,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1558,70,Alchemy,Alkalurops,アルカルロプス,Alkalurops,Alkalurops,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1559,70,Alchemy,Deus Ex Verbis,デウス・エクス・バービス,Deus Ex Verbis,Deus ex verbis,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1560,70,Alchemy,Deus Ex Gratia,デウス・エクス・グラティア,Deus Ex Gratia,Deus ex gratia,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1561,50,Alchemy,Fire Ward Hi-Potion,防火の妙薬,Feuer-Supertrank,Décoction ignifuge,50,0,100,100,100,176,0,180,2000,80,50,100,30,100

1562,50,Alchemy,Water Ward Hi-Potion,防水の妙薬,Wasser-Supertrank,Décoction hydrofuge,50,0,100,100,100,176,0,180,2000,80,50,100,30,100

1563,50,Alchemy,Earth Ward Hi-Potion,防土の妙薬,Erd-Supertrank,Décoction géofuge,50,0,100,100,100,176,0,180,2000,80,50,100,30,100

1564,50,Alchemy,Ice Ward Hi-Potion,防氷の妙薬,Eis-Supertrank,Décoction frigifuge,50,0,100,100,100,176,0,180,2000,80,50,100,30,100

1565,50,Alchemy,Wind Ward Hi-Potion,防風の妙薬,Wind-Supertrank,Décoction aérofuge,50,0,100,100,100,176,0,180,2000,80,50,100,30,100

1566,50,Alchemy,Lightning Ward Hi-Potion,防雷の妙薬,Blitz-Supertrank,Décoction électrofuge,50,0,100,100,100,176,0,180,2000,80,50,100,30,100

1567,70,Alchemy,X-Ether,エクスエーテル,Giga-Äther,Éther X,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1568,70,Alchemy,X-Potion,エクスポーション,Gigatrank,Potion X,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1569,70,Alchemy,Hi-Elixir,ハイエリクサー,Super-Elixier,Super élixir,50,50,100,100,100,325,2,250,2500,80,50,80,30,70

1570,70,Alchemy,Fire Ward Mega-Potion,防火の秘薬,Feuer-Megatrank,Essence ignifuge,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1571,70,Alchemy,Water Ward Mega-Potion,防水の秘薬,Wasser-Megatrank,Essence hydrofuge,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1572,70,Alchemy,Earth Ward Mega-Potion,防土の秘薬,Erd-Megatrank,Essence géofuge,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1573,70,Alchemy,Ice Ward Mega-Potion,防氷の秘薬,Eis-Megatrank,Essence frigifuge,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1574,70,Alchemy,Wind Ward Mega-Potion,防風の秘薬,Wind-Megatrank,Essence aérofuge,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1575,70,Alchemy,Lightning Ward Mega-Potion,防雷の秘薬,Blitz-Megatrank,Essence électrofuge,50,0,100,100,100,325,2,250,2500,80,50,80,30,70

1576,55,Goldsmithing,Aetheryte Ring,エーテライトリング,Ätheryten-Ring,Anneau des éthérites,50,50,100,100,100,325,1,210,2200,80,50,100,30,100

1577,12,Leatherworking,Hard Leather Sandals,ハードレザーサンダル,Juchleder-Sandalen,Sandales en cuir rigide,12,50,100,100,100,67,0,53,290,60,50,100,30,100

1578,15,Leatherworking,Hard Leather Crakows,ハードレザークラコー,Juchleder-Poulaines,Souliers à poulaine en cuir rigide,15,50,100,100,100,67,0,55,360,70,50,100,30,100

1579,24,Leatherworking,Goatskin Duckbills,アルドゴートダックビル,Steinbockleder-Schnabelschuhe,Sandales bec d'oie en cuir de bouquetin,24,50,100,100,100,99,0,85,630,70,50,100,30,100

1580,40,Leatherworking,Boarskin Duckbills,ボアダックビル,Keilerleder-Schnabelschuhe,Sandales bec d'oie en cuir de sanglier,40,50,100,100,100,136,0,138,1400,80,50,100,30,100

1581,30,Goldsmithing,Cut Stone,切石,Behauener Stein,Pierre de pavement,30,0,50,80,58,106,0,102,850,70,50,100,30,100

1582,18,Alchemy,Firebricks,煉瓦,Ziegelstein,Brique,18,0,50,80,58,78,0,67,450,70,50,100,30,100

1583,39,Alchemy,Clinker Bricks,焼過煉瓦,Glasierter Ziegelstein,Brique klinker,39,0,50,80,50,136,0,137,1340,80,50,100,30,100

1584,11,Alchemy,Roof Tile,ルーフタイル,Dachziegel,Tuile,11,0,50,80,67,67,0,48,270,60,50,100,30,100

1585,20,Alchemy,Mortar,漆喰,Mörtel,Pot de mortier,20,50,50,80,58,94,0,74,510,70,50,100,30,100

1586,41,Alchemy,Varnish,ワニス,Lack,Vernis,41,50,50,80,50,136,0,143,1460,80,50,100,30,100

1587,16,Smithing,Iron Nails,アイアンネイル,Eisennägel,Clou en fer,16,50,50,80,58,78,0,63,390,70,50,100,30,100

1588,27,Smithing,Steel Nails,スチールネイル,Stahlnägel,Clou en acier,27,50,50,80,58,99,0,91,720,70,50,100,30,100

1589,44,Smithing,Cobalt Nails,コバルトネイル,Koboldeisennägel,Clou en cobalt,44,50,50,80,50,150,0,156,1640,80,50,100,30,100

1590,15,Armorcraft,Iron Joint Plate,アイアンフィッティング,Eisen-Winkeleisen,Patte en fer,15,50,50,80,58,67,0,55,360,70,50,100,30,100

1591,27,Armorcraft,Steel Joint Plate,スチールフィッティング,Stahl-Winkeleisen,Patte en acier,27,50,50,80,58,99,0,91,720,70,50,100,30,100

1592,44,Armorcraft,Cobalt Joint Plate,コバルトフィッティング,Koboldeisen-Winkeleisen,Patte en cobalt,44,50,50,80,50,150,0,156,1640,80,50,100,30,100

1593,26,Armorcraft,Steel Hinge,スチールヒンジ,Stahl-Scharnier,Charnière en acier,26,50,50,80,58,99,0,90,690,70,50,100,30,100

1594,18,Clothcraft,Cotton Canvas,コットンカンバス,Baumwolltuch,Canevas de coton,18,50,50,80,58,78,0,67,450,70,50,100,30,100

1595,36,Clothcraft,Linen Canvas,リネンカンバス,Leinentuch,Canevas de lin,36,50,50,80,50,129,0,124,1160,80,50,100,30,100

1596,42,Clothcraft,Felt Lining,フェルトシート,Filzdämmmaterial,Isolant en feutre,42,50,50,80,50,150,0,144,1520,80,50,100,30,100

1597,20,Alchemy,Riviera Cottage Roof (Wood),ラノシアン・ウッドコテージ・ルーフ,Riviera-Holzhüttendach,Toit de maisonnette en bois noscéenne,20,50,100,50,100,94,0,74,510,70,50,100,30,100

1598,19,Woodworking,Riviera Cottage Roof (Composite),ラノシアン・コンポジットコテージ・ルーフ,Riviera-Komposithüttendach,Toit de maisonnette composite noscéenne,19,50,100,50,100,82,0,68,480,70,50,100,30,100

