#,CraftType,RecipeLevelTable,Name,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,RequiredControl,RequiredCraftsmanship
3935,Armorcraft,RecipeLevelTable#390,Deepgold Sollerets of Fending,75,100,100,100,0,0
3936,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3937,Goldsmithing,RecipeLevelTable#390,Stonegold Circlet of Maiming,75,100,100,100,0,0
3938,Clothcraft,RecipeLevelTable#390,Brightlinen Tabard of Maiming,75,100,100,100,0,0
3939,Leatherworking,RecipeLevelTable#390,Smilodonskin Gloves of Maiming,75,100,100,100,0,0
3940,Leatherworking,RecipeLevelTable#390,Smilodonskin Trousers of Maiming,75,100,100,100,0,0
3941,Leatherworking,RecipeLevelTable#390,Smilodonskin Leggings of Maiming,75,100,100,100,0,0
3942,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3943,Clothcraft,RecipeLevelTable#390,Brightlinen Hood of Striking,75,100,100,100,0,0
3944,Clothcraft,RecipeLevelTable#390,Brightlinen Himation of Striking,75,100,100,100,0,0
3945,Clothcraft,RecipeLevelTable#390,Brightlinen Long Gloves of Striking,75,100,100,100,0,0
3946,Clothcraft,RecipeLevelTable#390,Brightlinen Bottoms of Striking,75,100,100,100,0,0
3947,Leatherworking,RecipeLevelTable#390,Smilodonskin Open-toed Boots of Striking,75,100,100,100,0,0
3948,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3949,Clothcraft,RecipeLevelTable#390,Brightlinen Hood of Aiming,75,100,100,100,0,0
3950,Clothcraft,RecipeLevelTable#390,Brightlinen Himation of Aiming,75,100,100,100,0,0
3951,Clothcraft,RecipeLevelTable#390,Brightlinen Long Gloves of Aiming,75,100,100,100,0,0
3952,Clothcraft,RecipeLevelTable#390,Brightlinen Bottoms of Aiming,75,100,100,100,0,0
3953,Leatherworking,RecipeLevelTable#390,Smilodonskin Open-toed Boots of Aiming,75,100,100,100,0,0
3954,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3955,Armorcraft,RecipeLevelTable#390,Deepgold Mask of Scouting,75,100,100,100,0,0
3956,Clothcraft,RecipeLevelTable#390,Brightlinen Gambison of Scouting,75,100,100,100,0,0
3957,Leatherworking,RecipeLevelTable#390,Smilodonskin Gloves of Scouting,75,100,100,100,0,0
3958,Clothcraft,RecipeLevelTable#390,Brightlinen Hose of Scouting,75,100,100,100,0,0
3959,Leatherworking,RecipeLevelTable#390,Smilodonskin Boots of Scouting,75,100,100,100,0,0
3960,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3961,Clothcraft,RecipeLevelTable#390,Brightlinen Cap of Healing,75,100,100,100,0,0
3962,Clothcraft,RecipeLevelTable#390,Brightlinen Cyclas of Healing,75,100,100,100,0,0
3963,Leatherworking,RecipeLevelTable#390,Smilodonskin Armguards of Healing,75,100,100,100,0,0
3964,Clothcraft,RecipeLevelTable#390,Brightlinen Hose of Healing,75,100,100,100,0,0
3965,Leatherworking,RecipeLevelTable#390,Smilodonskin Boots of Healing,75,100,100,100,0,0
3966,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3967,Clothcraft,RecipeLevelTable#390,Brightlinen Cap of Casting,75,100,100,100,0,0
3968,Clothcraft,RecipeLevelTable#390,Brightlinen Cyclas of Casting,75,100,100,100,0,0
3969,Leatherworking,RecipeLevelTable#390,Smilodonskin Armguards of Casting,75,100,100,100,0,0
3970,Clothcraft,RecipeLevelTable#390,Brightlinen Hose of Casting,75,100,100,100,0,0
3971,Leatherworking,RecipeLevelTable#390,Smilodonskin Boots of Casting,75,100,100,100,0,0
3972,Armorcraft,RecipeLevelTable#390,,75,100,100,100,0,0
3973,Goldsmithing,RecipeLevelTable#390,Hematite Earrings of Fending,75,100,100,100,0,0
3974,Goldsmithing,RecipeLevelTable#390,Hematite Earrings of Slaying,75,100,100,100,0,0
3975,Goldsmithing,RecipeLevelTable#390,Hematite Earrings of Aiming,75,100,100,100,0,0
3976,Goldsmithing,RecipeLevelTable#390,Hematite Earrings of Healing,75,100,100,100,0,0
3977,Goldsmithing,RecipeLevelTable#390,Hematite Earrings of Casting,75,100,100,100,0,0
3978,Goldsmithing,RecipeLevelTable#390,Hematite Choker of Fending,75,100,100,100,0,0
3979,Goldsmithing,RecipeLevelTable#390,Hematite Choker of Slaying,75,100,100,100,0,0
3980,Goldsmithing,RecipeLevelTable#390,Hematite Choker of Aiming,75,100,100,100,0,0
3981,Goldsmithing,RecipeLevelTable#390,Hematite Choker of Healing,75,100,100,100,0,0
3982,Goldsmithing,RecipeLevelTable#390,Hematite Choker of Casting,75,100,100,100,0,0
3983,Goldsmithing,RecipeLevelTable#390,Islewolf Bracelet of Fending,75,100,100,100,0,0
3984,Goldsmithing,RecipeLevelTable#390,Islewolf Bracelet of Slaying,75,100,100,100,0,0
3985,Goldsmithing,RecipeLevelTable#390,Islewolf Bracelet of Aiming,75,100,100,100,0,0
3986,Goldsmithing,RecipeLevelTable#390,Islewolf Bracelet of Healing,75,100,100,100,0,0
3987,Goldsmithing,RecipeLevelTable#390,Islewolf Bracelet of Casting,75,100,100,100,0,0
3988,Goldsmithing,RecipeLevelTable#390,Islewolf Ring of Fending,75,100,100,100,0,0
3989,Goldsmithing,RecipeLevelTable#390,Islewolf Ring of Slaying,75,100,100,100,0,0
3990,Goldsmithing,RecipeLevelTable#390,Islewolf Ring of Aiming,75,100,100,100,0,0
3991,Goldsmithing,RecipeLevelTable#390,Islewolf Ring of Healing,75,100,100,100,0,0
3992,Goldsmithing,RecipeLevelTable#390,Islewolf Ring of Casting,75,100,100,100,0,0
3993,Smithing,RecipeLevelTable#395,Deepgold Sword,75,100,100,100,0,0
3994,Smithing,RecipeLevelTable#400,Deepgold Knuckles,75,100,100,100,0,0
3995,Smithing,RecipeLevelTable#395,Deepgold Axe,75,100,100,100,0,0
3996,Woodworking,RecipeLevelTable#395,Applewood Spear,75,100,100,100,0,0
3997,Woodworking,RecipeLevelTable#395,Applewood Longbow,75,100,100,100,0,0
3998,Smithing,RecipeLevelTable#395,Deepgold Daggers,75,100,100,100,0,0
3999,Smithing,RecipeLevelTable#395,Deepgold Greatsword,75,100,100,100,0,0
4000,Smithing,RecipeLevelTable#400,Deepgold Arquebus,75,100,100,100,0,0
4001,Woodworking,RecipeLevelTable#400,Applewood Cane,75,100,100,100,0,0
4002,Woodworking,RecipeLevelTable#400,Applewood Staff,75,100,100,100,0,0
4003,Alchemy,RecipeLevelTable#395,Gliderskin Grimoire,75,100,100,100,0,0
4004,Alchemy,RecipeLevelTable#395,Gliderskin Codex,75,100,100,100,0,0
4005,Goldsmithing,RecipeLevelTable#400,Stonegold Orrery,75,100,100,100,0,0
4006,Smithing,RecipeLevelTable#395,Deepgold Uchigatana,75,100,100,100,0,0
4007,Goldsmithing,RecipeLevelTable#400,Stonegold Rapier,75,100,100,100,0,0
4008,Smithing,RecipeLevelTable#400,Deepgold Bayonet,75,100,100,100,0,0
4009,Smithing,RecipeLevelTable#400,Deepgold Chakrams,75,100,100,100,0,0
4010,Armorcraft,RecipeLevelTable#400,Deepgold Shield,75,100,100,100,0,0
4011,Armorcraft,RecipeLevelTable#395,Deepgold Wings of Fending,75,100,100,100,0,0
4012,Armorcraft,RecipeLevelTable#400,Deepgold Mail of Fending,75,100,100,100,0,0
4013,Armorcraft,RecipeLevelTable#395,Deepgold Gloves of Fending,75,100,100,100,0,0
4014,Leatherworking,RecipeLevelTable#400,Gliderskin Breeches of Fending,75,100,100,100,0,0
4015,Leatherworking,RecipeLevelTable#400,Gliderskin Thighboots of Fending,75,100,100,100,0,0
4016,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4017,Clothcraft,RecipeLevelTable#395,Iridescent Hood of Maiming,75,100,100,100,0,0
4018,Armorcraft,RecipeLevelTable#400,Deepgold Surcoat of Maiming,75,100,100,100,0,0
4019,Armorcraft,RecipeLevelTable#395,Deepgold Gauntlets of Maiming,75,100,100,100,0,0
4020,Leatherworking,RecipeLevelTable#400,Gliderskin Breeches of Maiming,75,100,100,100,0,0
4021,Armorcraft,RecipeLevelTable#395,Deepgold Sollerets of Maiming,75,100,100,100,0,0
4022,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4023,Clothcraft,RecipeLevelTable#395,Iridescent Hat of Striking,75,100,100,100,0,0
4024,Clothcraft,RecipeLevelTable#400,Iridescent Acton of Striking,75,100,100,100,0,0
4025,Leatherworking,RecipeLevelTable#395,Gliderskin Gloves of Striking,75,100,100,100,0,0
4026,Clothcraft,RecipeLevelTable#400,Iridescent Bottoms of Striking,75,100,100,100,0,0
4027,Leatherworking,RecipeLevelTable#395,Gliderskin Thighboots of Striking,75,100,100,100,0,0
4028,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4029,Clothcraft,RecipeLevelTable#395,Iridescent Hat of Aiming,75,100,100,100,0,0
4030,Clothcraft,RecipeLevelTable#400,Iridescent Acton of Aiming,75,100,100,100,0,0
4031,Leatherworking,RecipeLevelTable#395,Gliderskin Gloves of Aiming,75,100,100,100,0,0
4032,Clothcraft,RecipeLevelTable#400,Iridescent Bottoms of Aiming,75,100,100,100,0,0
4033,Leatherworking,RecipeLevelTable#395,Gliderskin Boots of Aiming,75,100,100,100,0,0
4034,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4035,Clothcraft,RecipeLevelTable#395,Iridescent Hat of Scouting,75,100,100,100,0,0
4036,Clothcraft,RecipeLevelTable#400,Iridescent Acton of Scouting,75,100,100,100,0,0
4037,Leatherworking,RecipeLevelTable#395,Gliderskin Gloves of Scouting,75,100,100,100,0,0
4038,Clothcraft,RecipeLevelTable#400,Iridescent Bottoms of Scouting,75,100,100,100,0,0
4039,Leatherworking,RecipeLevelTable#395,Gliderskin Thighboots of Scouting,75,100,100,100,0,0
4040,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4041,Clothcraft,RecipeLevelTable#395,Iridescent Hat of Healing,75,100,100,100,0,0
4042,Clothcraft,RecipeLevelTable#400,Iridescent Top of Healing,75,100,100,100,0,0
4043,Leatherworking,RecipeLevelTable#400,Gliderskin Gloves of Healing,75,100,100,100,0,0
4044,Clothcraft,RecipeLevelTable#400,Iridescent Bottoms of Healing,75,100,100,100,0,0
4045,Leatherworking,RecipeLevelTable#400,Gliderskin Boots of Healing,75,100,100,100,0,0
4046,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4047,Clothcraft,RecipeLevelTable#395,Iridescent Hat of Casting,75,100,100,100,0,0
4048,Clothcraft,RecipeLevelTable#400,Iridescent Top of Casting,75,100,100,100,0,0
4049,Leatherworking,RecipeLevelTable#400,Gliderskin Gloves of Casting,75,100,100,100,0,0
4050,Clothcraft,RecipeLevelTable#400,Iridescent Bottoms of Casting,75,100,100,100,0,0
4051,Leatherworking,RecipeLevelTable#400,Gliderskin Boots of Casting,75,100,100,100,0,0
4052,Armorcraft,RecipeLevelTable#395,,75,100,100,100,0,0
4053,Goldsmithing,RecipeLevelTable#395,Diaspore Earrings of Fending,75,100,100,100,0,0
4054,Goldsmithing,RecipeLevelTable#395,Diaspore Earrings of Slaying,75,100,100,100,0,0
4055,Goldsmithing,RecipeLevelTable#395,Diaspore Earrings of Aiming,75,100,100,100,0,0
4056,Goldsmithing,RecipeLevelTable#395,Diaspore Earrings of Healing,75,100,100,100,0,0
4057,Goldsmithing,RecipeLevelTable#395,Diaspore Earrings of Casting,75,100,100,100,0,0
4058,Goldsmithing,RecipeLevelTable#400,Diaspore Choker of Fending,75,100,100,100,0,0
4059,Goldsmithing,RecipeLevelTable#400,Diaspore Choker of Slaying,75,100,100,100,0,0
4060,Goldsmithing,RecipeLevelTable#400,Diaspore Choker of Aiming,75,100,100,100,0,0
4061,Goldsmithing,RecipeLevelTable#400,Diaspore Choker of Healing,75,100,100,100,0,0
4062,Goldsmithing,RecipeLevelTable#400,Diaspore Choker of Casting,75,100,100,100,0,0
4063,Goldsmithing,RecipeLevelTable#400,Diaspore Bracelet of Fending,75,100,100,100,0,0
4064,Goldsmithing,RecipeLevelTable#400,Diaspore Bracelet of Slaying,75,100,100,100,0,0
4065,Goldsmithing,RecipeLevelTable#400,Diaspore Bracelet of Aiming,75,100,100,100,0,0
4066,Goldsmithing,RecipeLevelTable#400,Diaspore Bracelet of Healing,75,100,100,100,0,0
4067,Goldsmithing,RecipeLevelTable#400,Diaspore Bracelet of Casting,75,100,100,100,0,0
4068,Goldsmithing,RecipeLevelTable#395,Diaspore Ring of Fending,75,100,100,100,0,0
4069,Goldsmithing,RecipeLevelTable#395,Diaspore Ring of Slaying,75,100,100,100,0,0
4070,Goldsmithing,RecipeLevelTable#395,Diaspore Ring of Aiming,75,100,100,100,0,0
4071,Goldsmithing,RecipeLevelTable#395,Diaspore Ring of Healing,75,100,100,100,0,0
4072,Goldsmithing,RecipeLevelTable#395,Diaspore Ring of Casting,75,100,100,100,0,0
4073,Smithing,RecipeLevelTable#403,Bluespirit Sword,75,100,100,100,0,0
4074,Goldsmithing,RecipeLevelTable#403,Bluespirit Baghnakhs,75,100,100,100,0,0
4075,Smithing,RecipeLevelTable#403,Bluespirit Axe,75,100,100,100,0,0
4076,Woodworking,RecipeLevelTable#403,Bluespirit Spear,75,100,100,100,0,0
4077,Goldsmithing,RecipeLevelTable#403,Bluespirit Longbow,75,100,100,100,0,0
4078,Goldsmithing,RecipeLevelTable#403,Bluespirit Daggers,75,100,100,100,0,0
4079,Smithing,RecipeLevelTable#403,Bluespirit Guillotine,75,100,100,100,0,0
4080,Smithing,RecipeLevelTable#403,Bluespirit Handgonne,75,100,100,100,0,0
4081,Woodworking,RecipeLevelTable#403,Bluespirit Cane,75,100,100,100,0,0
4082,Goldsmithing,RecipeLevelTable#403,Bluespirit Rod,75,100,100,100,0,0
4083,Alchemy,RecipeLevelTable#403,Bluespirit Grimoire,75,100,100,100,0,0
4084,Alchemy,RecipeLevelTable#403,Bluespirit Codex,75,100,100,100,0,0
4085,Goldsmithing,RecipeLevelTable#403,Bluespirit Star Globe,75,100,100,100,0,0
4086,Goldsmithing,RecipeLevelTable#403,Bluespirit Uchigatana,75,100,100,100,0,0
4087,Goldsmithing,RecipeLevelTable#403,Bluespirit Rapier,75,100,100,100,0,0
4088,Smithing,RecipeLevelTable#403,Bluespirit Gunblade,75,100,100,100,0,0
4089,Goldsmithing,RecipeLevelTable#403,Bluespirit Glaives,75,100,100,100,0,0
4090,Armorcraft,RecipeLevelTable#406,Bluespirit Tower Shield,75,100,100,100,0,0
4091,Armorcraft,RecipeLevelTable#403,Bluespirit Helm of Fending,75,100,100,100,0,0
4092,Armorcraft,RecipeLevelTable#406,Bluespirit Cuirass of Fending,75,100,100,100,0,0
4093,Armorcraft,RecipeLevelTable#403,Bluespirit Gauntlets of Fending,75,100,100,100,0,0
4094,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Breeches of Fending,75,100,100,100,0,0
4095,Armorcraft,RecipeLevelTable#403,Bluespirit Sabatons of Fending,75,100,100,100,0,0
4096,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4097,Armorcraft,RecipeLevelTable#403,Bluespirit Helm of Maiming,75,100,100,100,0,0
4098,Armorcraft,RecipeLevelTable#406,Bluespirit Cuirass of Maiming,75,100,100,100,0,0
4099,Armorcraft,RecipeLevelTable#403,Bluespirit Gauntlets of Maiming,75,100,100,100,0,0
4100,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Breeches of Maiming,75,100,100,100,0,0
4101,Armorcraft,RecipeLevelTable#403,Bluespirit Sabatons of Maiming,75,100,100,100,0,0
4102,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4103,Clothcraft,RecipeLevelTable#403,Pixie Cotton Hat of Striking,75,100,100,100,0,0
4104,Clothcraft,RecipeLevelTable#406,Pixie Cotton Acton of Striking,75,100,100,100,0,0
4105,Clothcraft,RecipeLevelTable#403,Pixie Cotton Sleeves of Striking,75,100,100,100,0,0
4106,Clothcraft,RecipeLevelTable#406,Pixie Cotton Culottes of Striking,75,100,100,100,0,0
4107,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Thighboots of Striking,75,100,100,100,0,0
4108,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4109,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Headgear of Aiming,75,100,100,100,0,0
4110,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Corselet of Aiming,75,100,100,100,0,0
4111,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Armguard of Aiming,75,100,100,100,0,0
4112,Clothcraft,RecipeLevelTable#406,Pixie Cotton Brais of Aiming,75,100,100,100,0,0
4113,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Leg Guards of Aiming,75,100,100,100,0,0
4114,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4115,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Headgear of Scouting,75,100,100,100,0,0
4116,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Corselet of Scouting,75,100,100,100,0,0
4117,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Armguard of Scouting,75,100,100,100,0,0
4118,Clothcraft,RecipeLevelTable#406,Pixie Cotton Brais of Scouting,75,100,100,100,0,0
4119,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Leg Guards of Scouting,75,100,100,100,0,0
4120,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4121,Clothcraft,RecipeLevelTable#403,Pixie Cotton Hood of Healing,75,100,100,100,0,0
4122,Clothcraft,RecipeLevelTable#406,Pixie Cotton Robe of Healing,75,100,100,100,0,0
4123,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Armguards of Healing,75,100,100,100,0,0
4124,Clothcraft,RecipeLevelTable#406,Pixie Cotton Slops of Healing,75,100,100,100,0,0
4125,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Boots of Healing,75,100,100,100,0,0
4126,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4127,Armorcraft,RecipeLevelTable#403,Bluespirit Headgear of Casting,75,100,100,100,0,0
4128,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Coat of Casting,75,100,100,100,0,0
4129,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Bracers of Casting,75,100,100,100,0,0
4130,Clothcraft,RecipeLevelTable#406,Pixie Cotton Slops of Casting,75,100,100,100,0,0
4131,Armorcraft,RecipeLevelTable#403,Bluespirit Greaves of Casting,75,100,100,100,0,0
4132,Armorcraft,RecipeLevelTable#403,,75,100,100,100,0,0
4133,Woodworking,RecipeLevelTable#406,White Ash Earring of Fending,75,100,100,100,0,0
4134,Woodworking,RecipeLevelTable#406,White Ash Earring of Slaying,75,100,100,100,0,0
4135,Woodworking,RecipeLevelTable#406,White Ash Earring of Aiming,75,100,100,100,0,0
4136,Woodworking,RecipeLevelTable#406,White Ash Earring of Healing,75,100,100,100,0,0
4137,Woodworking,RecipeLevelTable#406,White Ash Earring of Casting,75,100,100,100,0,0
4138,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Necklace of Fending,75,100,100,100,0,0
4139,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Necklace of Slaying,75,100,100,100,0,0
4140,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Necklace of Aiming,75,100,100,100,0,0
4141,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Necklace of Healing,75,100,100,100,0,0
4142,Leatherworking,RecipeLevelTable#406,Atrociraptorskin Necklace of Casting,75,100,100,100,0,0
4143,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Amulet of Fending,75,100,100,100,0,0
4144,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Amulet of Slaying,75,100,100,100,0,0
4145,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Amulet of Aiming,75,100,100,100,0,0
4146,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Amulet of Healing,75,100,100,100,0,0
4147,Leatherworking,RecipeLevelTable#403,Atrociraptorskin Amulet of Casting,75,100,100,100,0,0
4148,Goldsmithing,RecipeLevelTable#406,Lazurite Ring of Fending,75,100,100,100,0,0
4149,Goldsmithing,RecipeLevelTable#406,Lazurite Ring of Slaying,75,100,100,100,0,0
4150,Goldsmithing,RecipeLevelTable#406,Lazurite Ring of Aiming,75,100,100,100,0,0
4151,Goldsmithing,RecipeLevelTable#406,Lazurite Ring of Healing,75,100,100,100,0,0
4152,Goldsmithing,RecipeLevelTable#406,Lazurite Ring of Casting,75,100,100,100,0,0
4153,Smithing,RecipeLevelTable#409,Titanbronze Kilij,75,100,100,100,0,0
4154,Smithing,RecipeLevelTable#409,Titanbronze Fists,75,100,100,100,0,0
4155,Smithing,RecipeLevelTable#409,Titanbronze Battleaxe,75,100,100,100,0,0
4156,Woodworking,RecipeLevelTable#409,Sandteak Fauchard,75,100,100,100,0,0
4157,Woodworking,RecipeLevelTable#409,Sandteak Longbow,75,100,100,100,0,0
4158,Smithing,RecipeLevelTable#409,Titanbronze Daggers,75,100,100,100,0,0
4159,Smithing,RecipeLevelTable#409,Titanbronze Guillotine,75,100,100,100,0,0
4160,Smithing,RecipeLevelTable#409,Titanbronze Musketoon,75,100,100,100,0,0
4161,Woodworking,RecipeLevelTable#409,Sandteak Cane,75,100,100,100,0,0
4162,Woodworking,RecipeLevelTable#409,Sandteak Rod,75,100,100,100,0,0
4163,Alchemy,RecipeLevelTable#412,Zonureskin Grimoire,75,100,100,100,0,0
4164,Alchemy,RecipeLevelTable#412,Zonureskin Codex,75,100,100,100,0,0
4165,Goldsmithing,RecipeLevelTable#409,Titanbronze Star Globe,75,100,100,100,0,0
4166,Smithing,RecipeLevelTable#409,Titanbronze Uchigatana,75,100,100,100,0,0
4167,Goldsmithing,RecipeLevelTable#409,Titanbronze Rapier,75,100,100,100,0,0
4168,Smithing,RecipeLevelTable#409,Titanbronze Bayonet,75,100,100,100,0,0
4169,Smithing,RecipeLevelTable#409,Titanbronze Chakrams,75,100,100,100,0,0
4170,Armorcraft,RecipeLevelTable#412,Titanbronze Tower Shield,75,100,100,100,0,0
4171,Goldsmithing,RecipeLevelTable#412,Titanbronze Headgear of Fending,75,100,100,100,0,0
4172,Leatherworking,RecipeLevelTable#412,Zonureskin Coat of Fending,75,100,100,100,0,0
4173,Leatherworking,RecipeLevelTable#412,Zonureskin Fingerless Gloves of Fending,75,100,100,100,0,0
4174,Clothcraft,RecipeLevelTable#412,Ovim Wool Bottoms of Fending,75,100,100,100,0,0
4175,Leatherworking,RecipeLevelTable#412,Zonureskin Caligae of Fending,75,100,100,100,0,0
4176,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4177,Goldsmithing,RecipeLevelTable#412,Titanbronze Headgear of Maiming,75,100,100,100,0,0
4178,Leatherworking,RecipeLevelTable#412,Zonureskin Coat of Maiming,75,100,100,100,0,0
4179,Leatherworking,RecipeLevelTable#412,Zonureskin Fingerless Gloves of Maiming,75,100,100,100,0,0
4180,Clothcraft,RecipeLevelTable#412,Ovim Wool Bottoms of Maiming,75,100,100,100,0,0
4181,Leatherworking,RecipeLevelTable#412,Zonureskin Caligae of Maiming,75,100,100,100,0,0
4182,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4183,Clothcraft,RecipeLevelTable#412,Ovim Wool Ushanka of Striking,75,100,100,100,0,0
4184,Clothcraft,RecipeLevelTable#412,Ovim Wool Coat of Striking,75,100,100,100,0,0
4185,Leatherworking,RecipeLevelTable#409,Zonureskin Fingerless Gloves of Striking,75,100,100,100,0,0
4186,Clothcraft,RecipeLevelTable#412,Ovim Wool Skirt of Striking,75,100,100,100,0,0
4187,Leatherworking,RecipeLevelTable#409,Zonureskin Caligae of Striking,75,100,100,100,0,0
4188,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4189,Clothcraft,RecipeLevelTable#409,Ovim Wool Ushanka of Aiming,75,100,100,100,0,0
4190,Clothcraft,RecipeLevelTable#409,Ovim Wool Tunic of Aiming,75,100,100,100,0,0
4191,Leatherworking,RecipeLevelTable#409,Zonureskin Fingerless Gloves of Aiming,75,100,100,100,0,0
4192,Clothcraft,RecipeLevelTable#409,Ovim Wool Bottoms of Aiming,75,100,100,100,0,0
4193,Leatherworking,RecipeLevelTable#409,Zonureskin Sandals of Aiming,75,100,100,100,0,0
4194,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4195,Armorcraft,RecipeLevelTable#409,Titanbronze Headband of Scouting,75,100,100,100,0,0
4196,Clothcraft,RecipeLevelTable#409,Ovim Wool Jacket of Scouting,75,100,100,100,0,0
4197,Leatherworking,RecipeLevelTable#409,Zonureskin Fingerless Gloves of Scouting,75,100,100,100,0,0
4198,Clothcraft,RecipeLevelTable#409,Ovim Wool Bottoms of Scouting,75,100,100,100,0,0
4199,Leatherworking,RecipeLevelTable#409,Zonureskin Caligae of Scouting,75,100,100,100,0,0
4200,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4201,Clothcraft,RecipeLevelTable#409,Ovim Wool Muffed Met of Healing,75,100,100,100,0,0
4202,Clothcraft,RecipeLevelTable#412,Ovim Wool Coat of Healing,75,100,100,100,0,0
4203,Leatherworking,RecipeLevelTable#409,Zonureskin Fingerless Gloves of Healing,75,100,100,100,0,0
4204,Clothcraft,RecipeLevelTable#409,Ovim Wool Skirt of Healing,75,100,100,100,0,0
4205,Leatherworking,RecipeLevelTable#409,Zonureskin Caligae of Healing,75,100,100,100,0,0
4206,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4207,Clothcraft,RecipeLevelTable#409,Ovim Wool Muffed Met of Casting,75,100,100,100,0,0
4208,Clothcraft,RecipeLevelTable#409,Ovim Wool Tunic of Casting,75,100,100,100,0,0
4209,Leatherworking,RecipeLevelTable#409,Zonureskin Fingerless Gloves of Casting,75,100,100,100,0,0
4210,Clothcraft,RecipeLevelTable#409,Ovim Wool Bottoms of Casting,75,100,100,100,0,0
4211,Leatherworking,RecipeLevelTable#409,Zonureskin Sandals of Casting,75,100,100,100,0,0
4212,Armorcraft,RecipeLevelTable#409,,75,100,100,100,0,0
4213,Goldsmithing,RecipeLevelTable#409,Triplite Earrings of Fending,75,100,100,100,0,0
4214,Goldsmithing,RecipeLevelTable#409,Triplite Earrings of Slaying,75,100,100,100,0,0
4215,Goldsmithing,RecipeLevelTable#409,Triplite Earrings of Aiming,75,100,100,100,0,0
4216,Goldsmithing,RecipeLevelTable#409,Triplite Earrings of Healing,75,100,100,100,0,0
4217,Goldsmithing,RecipeLevelTable#409,Triplite Earrings of Casting,75,100,100,100,0,0
4218,Goldsmithing,RecipeLevelTable#412,Triplite Choker of Fending,75,100,100,100,0,0
4219,Goldsmithing,RecipeLevelTable#412,Triplite Choker of Slaying,75,100,100,100,0,0
4220,Goldsmithing,RecipeLevelTable#412,Triplite Choker of Aiming,75,100,100,100,0,0
4221,Goldsmithing,RecipeLevelTable#412,Triplite Choker of Healing,75,100,100,100,0,0
4222,Goldsmithing,RecipeLevelTable#412,Triplite Choker of Casting,75,100,100,100,0,0
4223,Goldsmithing,RecipeLevelTable#412,Triplite Bracelet of Fending,75,100,100,100,0,0
4224,Goldsmithing,RecipeLevelTable#412,Triplite Bracelet of Slaying,75,100,100,100,0,0
4225,Goldsmithing,RecipeLevelTable#412,Triplite Bracelet of Aiming,75,100,100,100,0,0
4226,Goldsmithing,RecipeLevelTable#412,Triplite Bracelet of Healing,75,100,100,100,0,0
4227,Goldsmithing,RecipeLevelTable#412,Triplite Bracelet of Casting,75,100,100,100,0,0
4228,Goldsmithing,RecipeLevelTable#409,Triplite Ring of Fending,75,100,100,100,0,0
