key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1658,21,"Métallurgie","RecipeLevelTable#20",0,"Fenêtre à lancette thanalanaise",1,"Lingot de fer",4,"Plaque de verre incolore",4,"Pierre calcaire",2,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1659,21,"Métallurgie","RecipeLevelTable#15",0,"Fenêtre octogonale thanalanaise",1,"Lingot de fer",3,"Plaque de verre incolore",4,"Madrier de frêne",3,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1660,21,"Menuiserie","RecipeLevelTable#32",0,"Porte boisée noscéenne",1,"Madrier de chêne",4,"Charnière en acier",4,"Lingot d'acier",4,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",3,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1661,21,"Orfèvrerie","RecipeLevelTable#29",0,"Porte cloutée noscéenne",1,"Pierre calcaire",6,"Charnière en acier",4,"Madrier de noyer",4,"Rivets en acier",2,"",0,"",0,"Éclat de vent",3,"Éclat de feu",2,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1662,21,"Métallurgie","RecipeLevelTable#27",0,"Porte ornée noscéenne",1,"Lingot d'acier",4,"Charnière en acier",4,"Madrier de noyer",2,"Plaque de verre incolore",2,"",0,"",0,"Éclat de feu",3,"Éclat de terre",2,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1663,21,"Orfèvrerie","RecipeLevelTable#31",0,"Porte classique sombrelinçoise",1,"Pierre calcaire",6,"Charnière en acier",4,"Madrier de noyer",6,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de feu",3,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1664,21,"Menuiserie","RecipeLevelTable#26",0,"Porte à lancette sombrelinçoise",1,"Madrier de noyer",6,"Charnière en acier",4,"Lingot d'acier",2,"",0,"",0,"",0,"Éclat de vent",2,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1665,21,"Menuiserie","RecipeLevelTable#32",0,"Porte arquée sombrelinçoise",1,"Madrier de chêne",4,"Charnière en acier",4,"Lingot d'argent",4,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",3,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1666,21,"Armurerie","RecipeLevelTable#29",0,"Porte arquée thanalanaise",1,"Lingot d'acier",4,"Charnière en acier",4,"Madrier de noyer",2,"Pierre calcaire",2,"",0,"",0,"Éclat de glace",3,"Éclat de terre",2,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1667,21,"Menuiserie","RecipeLevelTable#27",0,"Porte à imposte thanalanaise",1,"Madrier de noyer",4,"Charnière en acier",4,"Lingot d'acier",4,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1668,21,"Orfèvrerie","RecipeLevelTable#30",0,"Porte classique thanalanaise",1,"Pierre calcaire",6,"Charnière en acier",4,"Lingot d'acier",2,"Madrier de noyer",4,"",0,"",0,"Éclat de vent",3,"Éclat de feu",3,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1669,21,"Armurerie","RecipeLevelTable#34",0,"Cheminée cylindrique noscéenne",1,"Plaque d'acier",3,"Lingot d'acier",2,"Rivets en acier",2,"",0,"",0,"",0,"Éclat de glace",4,"Éclat de terre",3,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1670,21,"Orfèvrerie","RecipeLevelTable#37",0,"Cheminée en pierre noscéenne",1,"Pierre de pavement",4,"Brique",4,"Pot de mortier",2,"",0,"",0,"",0,"Éclat de vent",4,"Éclat de feu",4,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1671,21,"Menuiserie","RecipeLevelTable#26",0,"Cheminée en chaume sombrelinçoise",1,"Madrier de noyer",2,"Baron rouge",2,"Tuile",2,"Lingot de laiton",2,"",0,"",0,"Éclat de vent",2,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1672,21,"Armurerie","RecipeLevelTable#45",0,"Cheminée cylindrique sombrelinçoise",1,"Plaque de cobalt",3,"Lingot de cobalt",2,"Madrier de palissandre",2,"Rivets en cobalt",2,"",0,"",0,"Éclat de glace",6,"Éclat de terre",5,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1673,21,"Orfèvrerie","RecipeLevelTable#30",0,"Cheminée en pierre thanalanaise",1,"Pierre de pavement",3,"Granit",6,"Pot de mortier",3,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de feu",3,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1674,21,"Orfèvrerie","RecipeLevelTable#41",0,"Cheminée cylindrique thanalanaise",1,"Pierre de pavement",4,"Lingot d'argent",2,"Madrier d'acajou",2,"Pot de mortier",2,"",0,"",0,"Éclat de vent",5,"Éclat de feu",4,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1675,21,"Métallurgie","RecipeLevelTable#50",0,"Girouette chocobo",1,"Lingot de cobalt",4,"Madrier de palissandre",4,"Rivets en cobalt",4,"",0,"",0,"",0,"Éclat de feu",6,"Éclat de terre",6,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1676,21,"Métallurgie","RecipeLevelTable#42",0,"Girouette apkallu",1,"Lingot de mithril",4,"Madrier d'acajou",4,"Rivets en mithril",4,"",0,"",0,"",0,"Éclat de feu",5,"Éclat de terre",5,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1677,21,"Orfèvrerie","RecipeLevelTable#47",0,"Girouette cactuar",1,"Lingot d'électrum",4,"Pierre de pavement",2,"Madrier de palissandre",2,"Pot de mortier",4,"",0,"",0,"Éclat de vent",6,"Éclat de feu",5,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1678,21,"Menuiserie","RecipeLevelTable#28",0,"Auvent boisé noscéen",1,"Madrier de noyer",4,"Lingot d'acier",2,"Rivets en acier",2,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1679,21,"Couture","RecipeLevelTable#32",0,"Auvent noscéen",1,"Canevas de coton",4,"Fil de coton",2,"Madrier d'if",2,"",0,"",0,"",0,"Éclat de foudre",3,"Éclat de vent",3,"RecipeNotebookList#1349",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1680,21,"Alchimie","RecipeLevelTable#20",0,"Auvent en tuiles sombrelinçois",1,"Tuile",3,"Madrier d'orme",2,"Pierre calcaire",3,"",0,"",0,"",0,"Éclat d'eau",1,"Éclat de foudre",1,"RecipeNotebookList#1350",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1681,21,"Couture","RecipeLevelTable#40",0,"Auvent sombrelinçois",1,"Canevas de lin",4,"Fil de lin",2,"Madrier de chêne",2,"",0,"",0,"",0,"Éclat de foudre",5,"Éclat de vent",4,"RecipeNotebookList#1349",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1682,21,"Menuiserie","RecipeLevelTable#16",0,"Auvent boisé thanalanais",1,"Madrier de frêne",4,"Lingot de fer",2,"Rivets en fer",2,"",0,"",0,"",0,"Éclat de vent",1,"Éclat de glace",1,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1683,21,"Couture","RecipeLevelTable#44",0,"Auvent thanalanais",1,"Canevas de lin",4,"Lingot de cobalt",2,"Pierre de pavement",2,"",0,"",0,"",0,"Éclat de foudre",5,"Éclat de vent",5,"RecipeNotebookList#1349",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1684,21,"Orfèvrerie","RecipeLevelTable#36",0,"Cheminée extérieure noscéenne",1,"Pierre de pavement",3,"Brique",4,"Pot de mortier",3,"",0,"",0,"",0,"Éclat de vent",4,"Éclat de feu",4,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1685,21,"Armurerie","RecipeLevelTable#36",0,"Cheminée extérieure sombrelinçoise",1,"Plaque d'acier",3,"Rivets en acier",2,"Pierre calcaire",3,"Madrier de chêne",1,"",0,"",0,"Éclat de glace",4,"Éclat de terre",4,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1686,21,"Orfèvrerie","RecipeLevelTable#36",0,"Cheminée extérieure thanalanaise",1,"Pierre de pavement",3,"Madrier de noyer",2,"Lingot d'argent",2,"Pot de mortier",3,"",0,"",0,"Éclat de vent",4,"Éclat de feu",4,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1687,21,"Armurerie","RecipeLevelTable#19",0,"Enseigne murale noscéenne",1,"Plaque de fer",3,"Lingot de laiton",2,"Madrier d'orme",2,"Rivets en fer",2,"",0,"",0,"Éclat de glace",1,"Éclat de terre",1,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1688,21,"Armurerie","RecipeLevelTable#25",0,"Enseigne murale sombrelinçoise",1,"Plaque de fer",4,"Madrier de noyer",4,"Rivets en fer",2,"",0,"",0,"",0,"Éclat de glace",2,"Éclat de terre",2,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1689,21,"Orfèvrerie","RecipeLevelTable#24",0,"Enseigne murale thanalanaise",1,"Lingot de laiton",6,"Madrier d'if",4,"Fil de coton",4,"",0,"",0,"",0,"Éclat de vent",2,"Éclat de feu",2,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1690,21,"Armurerie","RecipeLevelTable#43",0,"Enseigne à potence noscéenne",1,"Plaque d'acier",3,"Lingot de laiton",2,"Madrier d'acajou",2,"Rivets en acier",2,"",0,"",0,"Éclat de glace",5,"Éclat de terre",5,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1691,21,"Armurerie","RecipeLevelTable#41",0,"Enseigne à potence sombrelinçoise",1,"Plaque d'acier",2,"Madrier de chêne",2,"Rivets en acier",2,"Tendon de raptor",2,"",0,"",0,"Éclat de glace",5,"Éclat de terre",4,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1692,21,"Orfèvrerie","RecipeLevelTable#46",0,"Enseigne à potence thanalanaise",1,"Lingot d'électrum",6,"Madrier d'acajou",4,"Fil de lin",4,"",0,"",0,"",0,"Éclat de vent",6,"Éclat de feu",5,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1693,21,"Tannerie","RecipeLevelTable#44",0,"Bannière sur mât noscéenne",1,"Cuir de raptor",2,"Canevas de lin",2,"Madrier d'acajou",2,"Lingot d'acier",2,"",0,"",0,"Éclat de terre",5,"Éclat de vent",5,"RecipeNotebookList#1348",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1694,21,"Tannerie","RecipeLevelTable#40",0,"Bannière sur mât sombrelinçoise",1,"Cuir de peiste",2,"Canevas de lin",2,"Madrier de chêne",2,"Lingot d'acier",2,"",0,"",0,"Éclat de terre",5,"Éclat de vent",4,"RecipeNotebookList#1348",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1695,21,"Tannerie","RecipeLevelTable#36",0,"Bannière sur mât thanalanaise",1,"Cuir de sanglier",2,"Canevas de lin",2,"Madrier de noyer",2,"Lingot d'acier",2,"",0,"",0,"Éclat de terre",4,"Éclat de vent",4,"RecipeNotebookList#1348",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1696,22,"Orfèvrerie","RecipeLevelTable#31",0,"Muret à toiture noscéen",1,"Pierre de pavement",10,"Tuile",30,"Pot de mortier",20,"",0,"",0,"",0,"Éclat de vent",12,"Éclat de feu",12,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1697,22,"Orfèvrerie","RecipeLevelTable#45",0,"Muret à piquets noscéen",1,"Pierre de pavement",15,"Madrier d'acajou",10,"Pot de mortier",25,"",0,"",0,"",0,"Éclat de vent",24,"Éclat de feu",20,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1698,22,"Orfèvrerie","RecipeLevelTable#50",0,"Muret en pierre noscéen",1,"Pierre de pavement",20,"Granit",30,"Pot de mortier",30,"",0,"",0,"",0,"Éclat de vent",24,"Éclat de feu",24,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1699,22,"Orfèvrerie","RecipeLevelTable#32",0,"Muret en moellon sombrelinçois",1,"Pierre de pavement",10,"Tuile",30,"Pousse sombrelinçoise",20,"Terreau de feuilles",20,"",0,"",0,"Éclat de vent",12,"Éclat de feu",12,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1700,22,"Couture","RecipeLevelTable#44",0,"Muret en chaume sombrelinçois",1,"Baron rouge",45,"Madrier d'acajou",10,"Lingot d'acier",10,"",0,"",0,"",0,"Éclat de foudre",20,"Éclat de vent",20,"RecipeNotebookList#1349",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1701,22,"Menuiserie","RecipeLevelTable#50",0,"Muret en bois massif sombrelinçois",1,"Madrier de palissandre",20,"Granit",30,"Lingot de cobalt",10,"",0,"",0,"",0,"Éclat de vent",24,"Éclat de glace",24,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1702,22,"Menuiserie","RecipeLevelTable#33",0,"Muret boisé thanalanais",1,"Madrier de chêne",10,"Pierre de pavement",5,"Lingot d'acier",5,"Pot de mortier",20,"",0,"",0,"Éclat de vent",16,"Éclat de glace",12,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1703,22,"Orfèvrerie","RecipeLevelTable#43",0,"Muret en pierre thanalanais",1,"Pierre de pavement",15,"Pousse thanalanaise",25,"Terreau de feuilles",25,"Pot de mortier",25,"",0,"",0,"Éclat de vent",20,"Éclat de feu",20,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1704,22,"Orfèvrerie","RecipeLevelTable#50",0,"Muret ornementé thanalanais",1,"Pierre de pavement",20,"Lingot d'électrum",5,"Lingot de cobalt",5,"Pot de mortier",30,"",0,"",0,"Éclat de vent",24,"Éclat de feu",24,"RecipeNotebookList#1347",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1705,21,"Menuiserie","RecipeLevelTable#31",0,"Revêtement mural noscéen",1,"Madrier de noyer",8,"Cire d'abeille",4,"",0,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",3,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1706,21,"Menuiserie","RecipeLevelTable#31",0,"Revêtement mural sombrelinçois",1,"Madrier de noyer",8,"Cire d'abeille",4,"",0,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",3,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1707,21,"Alchimie","RecipeLevelTable#31",0,"Revêtement mural thanalanais",1,"Pot de mortier",8,"Lingot de laiton",4,"",0,"",0,"",0,"",0,"Éclat d'eau",3,"Éclat de foudre",3,"RecipeNotebookList#1350",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1708,21,"Menuiserie","RecipeLevelTable#26",0,"Parquet noscéen",1,"Madrier de noyer",6,"Cire d'abeille",6,"",0,"",0,"",0,"",0,"Éclat de vent",2,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1709,21,"Menuiserie","RecipeLevelTable#26",0,"Parquet sombrelinçois",1,"Madrier de noyer",6,"Cire d'abeille",6,"",0,"",0,"",0,"",0,"Éclat de vent",2,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1710,21,"Menuiserie","RecipeLevelTable#26",0,"Parquet thanalanais",1,"Madrier de noyer",6,"Cire d'abeille",6,"",0,"",0,"",0,"",0,"Éclat de vent",2,"Éclat de glace",2,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1711,21,"Métallurgie","RecipeLevelTable#21",0,"Suspension noscéenne",1,"Lingot de fer",4,"Chandelle de cire d'abeille",8,"",0,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1712,21,"Métallurgie","RecipeLevelTable#29",0,"Plafonnier noscéen",1,"Lingot d'acier",4,"Madrier de noyer",4,"Chandelle de suif",4,"",0,"",0,"",0,"Éclat de feu",3,"Éclat de terre",2,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1713,21,"Métallurgie","RecipeLevelTable#48",0,"Lustre noscéen",1,"Lingot de cobalt",4,"Madrier de chêne",4,"Chandelle de suif",8,"",0,"",0,"",0,"Éclat de feu",6,"Éclat de terre",6,"RecipeNotebookList#1345",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1714,21,"Menuiserie","RecipeLevelTable#19",0,"Suspension sombrelinçoise",1,"Madrier d'orme",4,"Chandelle de cire d'abeille",8,"",0,"",0,"",0,"",0,"Éclat de vent",1,"Éclat de glace",1,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1715,21,"Menuiserie","RecipeLevelTable#32",0,"Plafonnier sombrelinçois",1,"Madrier de noyer",8,"Chandelle de suif",4,"",0,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",3,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1716,21,"Menuiserie","RecipeLevelTable#47",0,"Lustre sombrelinçois",1,"Madrier d'acajou",4,"Madrier de chêne",4,"Chandelle de suif",8,"",0,"",0,"",0,"Éclat de vent",6,"Éclat de glace",5,"RecipeNotebookList#1344",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1717,21,"Armurerie","RecipeLevelTable#22",0,"Suspension thanalanaise",1,"Plaque de fer",2,"Chandelle de cire d'abeille",8,"",0,"",0,"",0,"",0,"Éclat de glace",2,"Éclat de terre",1,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1718,21,"Armurerie","RecipeLevelTable#27",0,"Plafonnier thanalanais",1,"Plaque d'acier",2,"Lingot d'argent",4,"Chandelle de suif",4,"",0,"",0,"",0,"Éclat de glace",3,"Éclat de terre",2,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1719,21,"Armurerie","RecipeLevelTable#49",0,"Lustre thanalanais",1,"Plaque de cobalt",2,"Lingot de mithril",4,"Chandelle de suif",8,"",0,"",0,"",0,"Éclat de glace",6,"Éclat de terre",6,"RecipeNotebookList#1346",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1720,21,"Tannerie","RecipeLevelTable#50",0,"Lustre morbol",1,"Cuir d'hippogriffe",4,"Madrier de palissandre",2,"Sarment de morbol",2,"Bulbe de morbol",1,"Salive de morbol",2,"Chandelle de suif",4,"Éclat de terre",6,"Éclat de vent",6,"RecipeNotebookList#1348",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1721,21,"Orfèvrerie","RecipeLevelTable#70",0,"Système photogène",1,"Lingot d'or rose",2,"Luminaire du système de défense",1,"Plaque du système de défense",1,"Charpente du système de défense",1,"Verre dépoli",2,"",0,"Agrégat de vent",1,"Agrégat de feu",1,"RecipeNotebookList#1347",0,False,50,100,50,100,0,347,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1722,21,"Armurerie","RecipeLevelTable#45",0,"Boîte à lettres mog",1,"Plaque de cobalt",2,"Madrier d'acajou",2,"Étoffe de laine",2,"Moustache de Moggle Mog",1,"",0,"",0,"Éclat de glace",6,"Éclat de terre",5,"RecipeNotebookList#1354",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1723,21,"Alchimie","RecipeLevelTable#20",0,"Philodendron sombrelinçois",1,"Formule de croissance bêta",4,"Pousse sombrelinçoise",6,"Terreau de feuilles",6,"",0,"",0,"",0,"Éclat d'eau",1,"Éclat de foudre",1,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1724,21,"Alchimie","RecipeLevelTable#20",0,"Palmier insulaire noscéen",1,"Formule de croissance bêta",4,"Pousse noscéenne",6,"Terreau de feuilles",6,"",0,"",0,"",0,"Éclat d'eau",1,"Éclat de foudre",1,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1725,21,"Alchimie","RecipeLevelTable#20",0,"Bois de fer thanalanais",1,"Formule de croissance bêta",4,"Pousse thanalanaise",6,"Terreau de feuilles",6,"",0,"",0,"",0,"Éclat d'eau",1,"Éclat de foudre",1,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1726,21,"Alchimie","RecipeLevelTable#24",0,"Pierre indestructible",1,"Eau effervescente",12,"Pierre calcaire",12,"",0,"",0,"",0,"",0,"Éclat d'eau",2,"Éclat de foudre",2,"RecipeNotebookList#1358",0,False,0,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1727,21,"Alchimie","RecipeLevelTable#33",0,"Pierre moussue",1,"Formule de croissance gamma",4,"Siltstone",12,"",0,"",0,"",0,"",0,"Éclat d'eau",4,"Éclat de foudre",3,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1728,21,"Alchimie","RecipeLevelTable#28",0,"Feu de camp d'aventurier",1,"Cendres de bombo",4,"Branche d'if",6,"Mudstone",6,"",0,"",0,"",0,"Éclat d'eau",3,"Éclat de foudre",2,"RecipeNotebookList#1358",0,False,0,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1729,21,"Couture","RecipeLevelTable#39",0,"Parasol de jardin",1,"Canevas de lin",4,"Lingot de mithril",2,"Lingot d'argent",2,"",0,"",0,"",0,"Éclat de foudre",5,"Éclat de vent",4,"RecipeNotebookList#1357",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1730,21,"Alchimie","RecipeLevelTable#37",0,"Parasol lotus",1,"Feuille de lotus",1,"Madrier de noyer",2,"Cire d'abeille",4,"",0,"",0,"",0,"Éclat d'eau",4,"Éclat de foudre",4,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1731,21,"Menuiserie","RecipeLevelTable#28",0,"Table de jardin",1,"Madrier de noyer",2,"Plaque d'acier",2,"Rivets en acier",2,"",0,"",0,"",0,"Éclat de vent",3,"Éclat de glace",2,"RecipeNotebookList#1352",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1732,21,"Armurerie","RecipeLevelTable#39",0,"Table de jardin en mithril",1,"Plaque de mithril",2,"Madrier de chêne",2,"Rivets en mithril",2,"",0,"",0,"",0,"Éclat de glace",5,"Éclat de terre",4,"RecipeNotebookList#1354",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1733,21,"Armurerie","RecipeLevelTable#16",0,"Banc en laiton",1,"Plaque de bronze",2,"Lingot de laiton",4,"",0,"",0,"",0,"",0,"Éclat de glace",1,"Éclat de terre",1,"RecipeNotebookList#1354",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1734,21,"Métallurgie","RecipeLevelTable#33",0,"Banc en chêne",1,"Lingot d'acier",4,"Madrier de chêne",2,"Rivets en acier",2,"",0,"",0,"",0,"Éclat de feu",4,"Éclat de terre",3,"RecipeNotebookList#1353",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1735,21,"Alchimie","RecipeLevelTable#25",0,"Jardinière demi-tonneau",1,"Formule de croissance bêta",2,"Madrier de noyer",2,"Rivets en fer",1,"Pousse sombrelinçoise",3,"Terreau de feuilles",3,"",0,"Éclat d'eau",2,"Éclat de foudre",2,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
1736,21,"Alchimie","RecipeLevelTable#17",0,"Jardinière bas-tonneau",1,"Formule de croissance bêta",2,"Madrier d'orme",2,"Rivets en bronze",1,"Pousse sombrelinçoise",3,"Terreau de feuilles",3,"",0,"Éclat d'eau",1,"Éclat de foudre",1,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
