key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
3541,20,"Zimmerer","RecipeLevelTable#270",0,"Fernöstlicher Pfeifenkasten",1,"Lärchen-Bauholz",2,"Bambus-Bauholz",1,"Kupfernickel-Nugget",1,"",0,"",0,"",0,"Windkristall",4,"Eiskristall",3,"RecipeNotebookList#1376",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3542,20,"Zimmerer","RecipeLevelTable#276",0,"Fernöstlicher Schminkkasten",1,"Kiefern-Bauholz",2,"Buchen-Bauholz",1,"Rubinbaumwoll-Stoff",1,"Kristallglas",1,"Durium-Nugget",1,"",0,"Windkristall",4,"Eiskristall",4,"RecipeNotebookList#1376",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3543,21,"Zimmerer","RecipeLevelTable#285",0,"Domanischer Wandschirm",1,"Zelkoven-Bauholz",2,"Kaki-Bauholz",2,"Oroshigane-Barren",1,"Lack",1,"",0,"",0,"Windkristall",5,"Eiskristall",5,"RecipeNotebookList#1360",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3544,20,"Gourmet","RecipeLevelTable#276",0,"Fernöstlicher Sushi-Lunch",1,"Koshu-Klebereis",1,"Reisessig",1,"Yugr'am-Lachs",1,"Aschethunfisch",1,"Yanxia-Tigergarnele",1,"Bianaq-Brasse",1,"Feuerkristall",4,"Wasserkristall",4,"RecipeNotebookList#1383",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3545,20,"Gourmet","RecipeLevelTable#279",0,"Fernöstlicher Soba-Lunch",1,"Buchweizenkerne",1,"Fischbrühe",1,"Fernöstliche Sojasoße",1,"Daikon-Rettich",1,"Purpurtang",1,"",0,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#1383",0,False,0,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3546,20,"Gourmet","RecipeLevelTable#273",0,"Fernöstlicher Udon-Lunch",1,"Abanisches Mehl",1,"Fischbrühe",1,"Fernöstliche Sojasoße",1,"Fester Tofu",1,"Rübenzucker",1,"Grüner Porree",1,"Feuerkristall",4,"Wasserkristall",3,"RecipeNotebookList#1383",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3547,20,"Gourmet","RecipeLevelTable#276",0,"Fernöstlicher Onigiri-Lunch",1,"Koshu-Klebereis",1,"Algensalz",1,"Purpurtang",1,"Yugr'am-Lachs",1,"Thanalan-Teeblatt",1,"",0,"Feuerkristall",4,"Wasserkristall",4,"RecipeNotebookList#1383",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3548,20,"Zimmerer","RecipeLevelTable#34",0,"Staffelei",1,"Eichen-Bauholz",2,"Leinsamenöl",1,"Baumwolltuch",2,"",0,"",0,"",0,"Windscherbe",4,"Eisscherbe",3,"RecipeNotebookList#1376",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3549,21,"Zimmerer","RecipeLevelTable#290",0,"Fernöstliches Teehaus-Möbelset",1,"Zelkoven-Bauholz",3,"Palladium-Nugget",2,"Chimärenfilz",4,"",0,"",0,"",0,"Windkristall",6,"Eiskristall",5,"RecipeNotebookList#1352",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3550,21,"Alchemist","RecipeLevelTable#136",0,"Karfunkel-Busch",1,"Busch-Setzling",3,"Birkenast",5,"Wachstumsformel Epsilon",3,"",0,"",0,"",0,"Wasserkristall",4,"Blitzkristall",4,"RecipeNotebookList#1358",0,False,50,100,50,100,0,0,0,0,0,"",,False,False,True,"","",0,False,False,0,65535,0
3551,6,"Gourmet","RecipeLevelTable#285",0,"Domanischer Tee",3,"Kakifrucht",1,"Zimt",1,"Jhammel-Ingwer",1,"Othardisches Quellwasser",1,"Rübenzucker",1,"",0,"Feuerkristall",5,"Wasserkristall",5,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3552,6,"Gourmet","RecipeLevelTable#255",0,"Mispelsaft",3,"Wollmispel",3,"Himmelszitrone",1,"Honig",1,"",0,"",0,"",0,"Feuerkristall",3,"Wasserkristall",2,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3553,6,"Gourmet","RecipeLevelTable#265",0,"Buchweizen-Tee",3,"Buchweizenkerne",3,"Abanisches Mineralwasser",1,"Thanalan-Teeblatt",1,"",0,"",0,"",0,"Feuerkristall",3,"Wasserkristall",3,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3554,6,"Gourmet","RecipeLevelTable#255",0,"Baklava",3,"Abanisches Mehl",1,"Gagana-Ei",1,"Büffelmilch",1,"Mandel",1,"Gridanische Walnuss",1,"Honig",1,"Feuerkristall",3,"Wasserkristall",2,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3555,6,"Gourmet","RecipeLevelTable#300",0,"Geliertes Kompott",3,"Wollmispel",1,"Kakifrucht",1,"Othard-Pflaume",1,"Gelatine",1,"Rübenzucker",1,"Dämmerlicht-Seelensand",1,"Feuerpolykristall",2,"Wasserpolykristall",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,1100,1080,1320,0,"",,True,True,True,"","",0,False,False,0,65535,0
3556,6,"Gourmet","RecipeLevelTable#282",0,"Kakipudding",3,"Kakifrucht",1,"Abanisches Mehl",1,"Gagana-Ei",1,"Muskatnuss",1,"Rübenzucker",1,"Steppenmilch",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3557,6,"Gourmet","RecipeLevelTable#288",0,"Chirashi-Sushi",3,"Koshu-Klebereis",1,"Reisessig",1,"Shiitake-Pilz",1,"Lotoswurzel",1,"Yanxia-Tigergarnele",1,"Gagana-Ei",1,"Feuerkristall",5,"Wasserkristall",5,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3558,6,"Gourmet","RecipeLevelTable#300",0,"Kakiblatt-Sushi",3,"Koshu-Klebereis",1,"Reisessig",1,"Kakiblatt",1,"Elfenbein-Seezunge",1,"Gestreifter Schnabelbarsch",1,"Dämmerlicht-Seelensand",1,"Feuerpolykristall",2,"Wasserpolykristall",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,1100,1080,1320,0,"",,True,True,True,"","",0,False,False,0,65535,0
3559,6,"Gourmet","RecipeLevelTable#270",0,"Toffel-Soba",3,"Buchweizenkerne",1,"Fischbrühe",1,"Fernöstliche Sojasoße",1,"Bergtoffel",1,"Gagana-Ei",1,"Purpurtang",1,"Feuerkristall",4,"Wasserkristall",3,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3560,6,"Gourmet","RecipeLevelTable#276",0,"Shorlog",3,"Dzo-Schulterfleisch",1,"Paprikaschote",1,"Kreuzkümmelsamen",1,"Schwarzer Pfeffer",1,"Algensalz",1,"",0,"Feuerkristall",4,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3561,6,"Gourmet","RecipeLevelTable#288",0,"Getrocknetes Jhammel-Fleisch",3,"Jhammel-Lende",1,"Mhigischer Salzkristall",1,"Kreuzkümmelsamen",1,"Schwarzer Pfeffer",1,"Drachenpfeffer",1,"Hochland-Oregano",1,"Feuerkristall",5,"Wasserkristall",5,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3562,6,"Gourmet","RecipeLevelTable#282",0,"Ei Foo Young",3,"Gagana-Ei",1,"Zimmererkrabbe",1,"Kudzuwurzel",1,"Shiitake-Pilz",1,"Bambussprosse",1,"Fischbrühe",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3563,6,"Gourmet","RecipeLevelTable#285",0,"Gegrillter Hummer",3,"Languste",1,"Fernöstliche Sojasoße",1,"Kochsake",1,"Fernöstliche Miso-Paste",1,"",0,"",0,"Feuerkristall",5,"Wasserkristall",5,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3564,6,"Gourmet","RecipeLevelTable#270",0,"Gekochte Turbanschnecke",3,"Gehörnte Turbanschnecke",1,"Fernöstliche Sojasoße",1,"Kochsake",1,"",0,"",0,"",0,"Feuerkristall",4,"Wasserkristall",3,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3565,6,"Gourmet","RecipeLevelTable#285",0,"Gekochter Bernsteinmakrelen-Kopf",3,"Bernsteinmakrele",1,"Daikon-Rettich",1,"Fernöstliche Sojasoße",1,"Rubinfluten-Seetang",1,"Jhammel-Ingwer",1,"Rübenzucker",1,"Feuerkristall",5,"Wasserkristall",5,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3566,6,"Gourmet","RecipeLevelTable#290",0,"Gedünsteter Zackenbarsch",3,"Zekki-Zackenbarsch",1,"Fernöstliche Sojasoße",1,"Baumwollsamenöl",1,"Kochsake",1,"Jhammel-Ingwer",1,"Grüner Porree",1,"Feuerkristall",6,"Wasserkristall",5,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3567,6,"Gourmet","RecipeLevelTable#276",0,"Froschschenkel Süß-Sauer",3,"Steppen-Ochsenfrosch",1,"Abanisches Mehl",1,"Baumwollsamenöl",1,"Kudzuwurzel",1,"Reisessig",1,"Rübenzucker",1,"Feuerkristall",4,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3568,6,"Gourmet","RecipeLevelTable#279",0,"Tempura-Platte",3,"Abanisches Mehl",1,"Gagana-Ei",1,"Baumwollsamenöl",1,"Yanxia-Tigergarnele",1,"Schwertspitze",1,"Lotoswurzel",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3569,6,"Gourmet","RecipeLevelTable#290",0,"Gedünstete Flussbrasse",3,"Flussbrasse",1,"Mhigischer Salzkristall",1,"Baumwollsamenöl",1,"Kudzuwurzel",1,"Sonnenkohlkopf",1,"Doma-Aubergine",1,"Feuerkristall",6,"Wasserkristall",5,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3570,6,"Gourmet","RecipeLevelTable#265",0,"Gegrillter Saibling",3,"Kerbel-Saibling",1,"Algensalz",1,"",0,"",0,"",0,"",0,"Feuerkristall",3,"Wasserkristall",3,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3571,6,"Gourmet","RecipeLevelTable#288",0,"Miso-Dengaku",3,"Fester Tofu",1,"Doma-Aubergine",1,"Daikon-Rettich",1,"Fernöstliche Miso-Paste",1,"Rübenzucker",1,"Kochsake",1,"Feuerkristall",5,"Wasserkristall",5,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3572,6,"Gourmet","RecipeLevelTable#290",0,"Jhammel-Moussaka",3,"Doma-Aubergine",1,"Zucchini",1,"Bergtoffel",1,"Jhammel-Lende",1,"Abanisches Mehl",1,"Steppenmilch",1,"Feuerkristall",6,"Wasserkristall",5,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3573,6,"Gourmet","RecipeLevelTable#276",0,"Gameni",3,"Hornraben-Lendenstück",1,"Bambussprosse",1,"Lotoswurzel",1,"Shiitake-Pilz",1,"Abanische Karotte",1,"Fernöstliche Sojasoße",1,"Feuerkristall",4,"Wasserkristall",4,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3574,6,"Gourmet","RecipeLevelTable#279",0,"Steppensalat",3,"Abanische Karotte",1,"Daikon-Rettich",1,"Lotoswurzel",1,"Reisessig",1,"Baumwollsamenöl",1,"Algensalz",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3575,6,"Gourmet","RecipeLevelTable#273",0,"Krabbenkroketten",3,"Abanisches Mehl",1,"Fester Tofu",1,"Mooskrabbe",1,"Bergtoffel",1,"Zyklopenzwiebel",1,"Baumwollsamenöl",1,"Feuerkristall",4,"Wasserkristall",3,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3576,6,"Gourmet","RecipeLevelTable#273",0,"Miso-Suppe mit Tofu",3,"Fernöstliche Miso-Paste",1,"Fischbrühe",1,"Fester Tofu",1,"Grüner Porree",1,"Othardisches Quellwasser",1,"",0,"Feuerkristall",4,"Wasserkristall",3,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3577,6,"Gourmet","RecipeLevelTable#282",0,"Fischeintopf",3,"Flussmuschel",1,"Leichenfresser",1,"Bergtoffel",1,"Grüner Porree",1,"Algensalz",1,"Othardisches Quellwasser",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3578,6,"Gourmet","RecipeLevelTable#279",0,"Kriegereintopf",3,"Dzo-Schulterfleisch",1,"Bergtoffel",1,"Abanische Karotte",1,"Sonnenkohlkopf",1,"Fenchel",1,"Algensalz",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3579,6,"Gourmet","RecipeLevelTable#265",0,"Kascha",3,"Buchweizenkerne",1,"Bouillon",1,"Zyklopenzwiebel",1,"Nebeldill",1,"Gagana-Ei",1,"",0,"Feuerkristall",3,"Wasserkristall",3,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3580,6,"Gourmet","RecipeLevelTable#279",0,"Nomaden-Fleischpastete",3,"Dzo-Schulterfleisch",1,"Abanisches Mehl",1,"Sonnenkohlkopf",1,"Zyklopenzwiebel",1,"Fernöstliche Sojasoße",1,"Algensalz",1,"Feuerkristall",5,"Wasserkristall",4,"RecipeNotebookList#0",0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3581,1,"Gourmet","RecipeLevelTable#255",0,"Abanisches Mehl",3,"Abanischer Weizen",5,"",0,"",0,"",0,"",0,"",0,"Feuerscherbe",7,,0,"RecipeNotebookList#0",0,True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3582,1,"Gourmet","RecipeLevelTable#273",0,"Fester Tofu",3,"Sojabohnen",3,"Nigari",1,"Othardisches Quellwasser",1,"",0,"",0,"",0,"Feuerscherbe",7,,0,"RecipeNotebookList#0",0,False,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3583,1,"Gourmet","RecipeLevelTable#276",0,"Reisessig",3,"Koshu-Klebereis",2,"Klebereis",2,"Othardisches Quellwasser",1,"",0,"",0,"",0,"Feuerscherbe",7,,0,"RecipeNotebookList#0",0,True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3584,1,"Gourmet","RecipeLevelTable#273",0,"Rübenzucker",3,"Zuckerrübe",5,"",0,"",0,"",0,"",0,"",0,"Feuerscherbe",7,,0,"RecipeNotebookList#0",0,True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3585,1,"Gourmet","RecipeLevelTable#270",0,"Baumwollsamenöl",3,"Rubinbaumwoll-Samenkapsel",5,"",0,"",0,"",0,"",0,"",0,"Feuerscherbe",7,,0,"RecipeNotebookList#0",0,True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3586,1,"Gourmet","RecipeLevelTable#265",0,"Algensalz",3,"Juwelenalge",5,"",0,"",0,"",0,"",0,"",0,"Feuerscherbe",7,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3587,7,"Alchemist","RecipeLevelTable#273",0,"Handwerkermeister-Tee",3,"Othardisches Quellwasser",1,"Dzohorn",1,"Kudzuwurzel",2,"Kreuzkümmelsamen",1,"",0,"",0,"Wasserkristall",4,"Blitzkristall",3,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3588,7,"Alchemist","RecipeLevelTable#276",0,"Handwerkerlegenden-Tee",3,"Othardisches Quellwasser",1,"Dzohorn",1,"Kakiblatt",2,"Kreuzkümmelsamen",1,"",0,"",0,"Wasserkristall",4,"Blitzkristall",4,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3589,7,"Alchemist","RecipeLevelTable#282",0,"Handwerkerkoryphäen-Tee",3,"Othardisches Quellwasser",1,"Gazellenhorn",1,"Windteeblätter",2,"Fenchel",1,"",0,"",0,"Wasserkristall",5,"Blitzkristall",4,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3590,7,"Alchemist","RecipeLevelTable#265",0,"Starker Bindungstrunk",3,"Abanisches Mineralwasser",1,"Muhtsuhorn",2,"Wollmispel",1,"Zuckerrübe",1,"",0,"",0,"Wasserkristall",3,"Blitzkristall",3,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3591,7,"Alchemist","RecipeLevelTable#290",0,"Aufguss der Stärke",3,"Othardisches Quellwasser",1,"Mhigischer Salzkristall",1,"Yanxia-Petersilie",2,"Dämmerlicht-Seelensand",1,"",0,"",0,"Wasserpolykristall",2,"Blitzpolykristall",1,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3592,7,"Alchemist","RecipeLevelTable#290",0,"Aufguss des Geschicks",3,"Othardisches Quellwasser",1,"Mhigischer Salzkristall",1,"Steinkraut",2,"Dämmerlicht-Seelensand",1,"",0,"",0,"Wasserpolykristall",2,"Blitzpolykristall",1,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3593,7,"Alchemist","RecipeLevelTable#288",0,"Aufguss der Konstitution",3,"Othardisches Quellwasser",1,"Mhigischer Salzkristall",1,"Nagxia-Ruhrkraut",2,"Dämmerlicht-Seelensand",1,"",0,"",0,"Wasserpolykristall",2,"Blitzpolykristall",1,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3594,7,"Alchemist","RecipeLevelTable#290",0,"Aufguss der Intelligenz",3,"Othardisches Quellwasser",1,"Mhigischer Salzkristall",1,"Vogelmiere",2,"Dämmerlicht-Seelensand",1,"",0,"",0,"Wasserpolykristall",2,"Blitzpolykristall",1,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3595,7,"Alchemist","RecipeLevelTable#288",0,"Aufguss der Willenskraft",3,"Othardisches Quellwasser",1,"Mhigischer Salzkristall",1,"Rainkohl",2,"Dämmerlicht-Seelensand",1,"",0,"",0,"Wasserpolykristall",2,"Blitzpolykristall",1,"RecipeNotebookList#0",0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3596,1,"Alchemist","RecipeLevelTable#270",0,"Wunderwasser der Stärke I",3,"Abanisches Mineralwasser",1,"Heiliges Basilikum",2,"Weinraute",2,"Diatomit",1,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3597,1,"Alchemist","RecipeLevelTable#270",0,"Wunderwasser der Geschicklichkeit I",3,"Abanisches Mineralwasser",1,"Heiliges Basilikum",2,"Purpursonnenhut",2,"Diatomit",1,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3598,1,"Alchemist","RecipeLevelTable#270",0,"Wunderwasser der Konstitution I",3,"Abanisches Mineralwasser",1,"Heiliges Basilikum",2,"Wurmkraut",2,"Diatomit",1,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3599,1,"Alchemist","RecipeLevelTable#270",0,"Wunderwasser der Intelligenz I",3,"Abanisches Mineralwasser",1,"Heiliges Basilikum",2,"Koriander",2,"Diatomit",1,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3600,1,"Alchemist","RecipeLevelTable#270",0,"Wunderwasser der Willenskraft I",3,"Abanisches Mineralwasser",1,"Heiliges Basilikum",2,"Löwenzahn-Blüte",2,"Diatomit",1,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3601,1,"Alchemist","RecipeLevelTable#255",0,"Kupfernickel-Zaubertinte",1,"Kupfernickel-Sandklumpen",3,"Mottenschuppen",1,"Glotzaugen-Tränen",1,"",0,"",0,"",0,"Wasserkristall",3,,0,"RecipeNotebookList#0",0,True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3602,1,"Alchemist","RecipeLevelTable#273",0,"Durium-Zaubertinte",1,"Durium-Sandklumpen",3,"Baumwollsamenöl",1,"Abanisches Mineralwasser",1,"",0,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3603,1,"Alchemist","RecipeLevelTable#285",0,"Palladium-Zaubertinte",1,"Palladium-Sandklumpen",3,"Kieferharz",1,"Othardisches Quellwasser",1,"",0,"",0,"",0,"Wasserkristall",5,,0,"RecipeNotebookList#0",0,True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3604,1,"Alchemist","RecipeLevelTable#255",0,"Wachstumsformel Eta",1,"Nigari",1,"Mottenschuppen",2,"Birkensaft",1,"",0,"",0,"",0,"Wasserkristall",3,,0,"RecipeNotebookList#0",0,True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3605,1,"Alchemist","RecipeLevelTable#279",0,"Wachstumsformel Theta",1,"Windteeblätter",3,"Kaki-Tannin",1,"Perlit",1,"",0,"",0,"",0,"Wasserkristall",5,,0,"RecipeNotebookList#0",0,True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3606,1,"Alchemist","RecipeLevelTable#273",0,"Käferleim",1,"Nashornkäfer-Panzer",2,"Kieferharz",1,"Mottenschuppen",1,"",0,"",0,"",0,"Wasserkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3607,1,"Alchemist","RecipeLevelTable#279",0,"Kaki-Tannin",3,"Kakifrucht",5,"Othardisches Quellwasser",1,"",0,"",0,"",0,"",0,"Wasserkristall",5,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3608,1,"Zimmerer","RecipeLevelTable#255",0,"Buchen-Bauholz",1,"Buchen-Holzscheit",4,"",0,"",0,"",0,"",0,"",0,"Windkristall",3,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3609,1,"Zimmerer","RecipeLevelTable#265",0,"Lärchen-Bauholz",1,"Lärchen-Holzscheit",4,"",0,"",0,"",0,"",0,"",0,"Windkristall",3,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3610,1,"Zimmerer","RecipeLevelTable#273",0,"Kiefern-Bauholz",1,"Kiefern-Holzscheit",4,"",0,"",0,"",0,"",0,"",0,"Windkristall",4,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3611,1,"Zimmerer","RecipeLevelTable#279",0,"Kaki-Bauholz",1,"Kaki-Holzscheit",4,"",0,"",0,"",0,"",0,"",0,"Windkristall",5,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3612,1,"Zimmerer","RecipeLevelTable#285",0,"Zelkoven-Bauholz",1,"Zelkoven-Holzscheit",4,"",0,"",0,"",0,"",0,"",0,"Windkristall",5,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3613,1,"Goldschmied","RecipeLevelTable#255",0,"Kupfernickel-Nugget",1,"Kupfernickel-Sandklumpen",4,"Kupfererz",1,"",0,"",0,"",0,"",0,"Windkristall",3,,0,"RecipeNotebookList#0",0,True,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3614,1,"Grobschmied","RecipeLevelTable#255",0,"Edelstahl-Nugget",1,"Kupfernickel-Sandklumpen",4,"Eisenerz",1,"",0,"",0,"",0,"",0,"Feuerkristall",3,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3615,1,"Plattner","RecipeLevelTable#255",0,"Edelstahl-Nugget",1,"Kupfernickel-Sandklumpen",4,"Eisenerz",1,"",0,"",0,"",0,"",0,"Eiskristall",3,,0,"RecipeNotebookList#0",0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
3616,1,"Goldschmied","RecipeLevelTable#265",0,"Kupfernickel-Barren",1,"Kupfernickel-Erz",4,"Kupfernickel-Nugget",1,"",0,"",0,"",0,"",0,"Windkristall",3,,0,"RecipeNotebookList#0",0,True,50,50,80,50,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
